recordId,name,url,location,overallRating,venueRating,serviceRating,foodRating,reviews,tags,price,capacity,rooms
recjTVGDbPRNpj1Ae,The Outpost Hotel Sentosa,https://www.bridely.sg/venue/the-outpost-hotel-sentosa/r/recjTVGDbPRNpj1Ae,Southern Islands,5,5,4.5,4.5,2,"Hotel, Colonial/Historical, Garden & Greenery, Glasshouse, Indoor, Outdoor",From $218/pax,120-160 pax,"[{""name"": ""Revelry Hall"", ""capacity"": ""120-160 pax"", ""price"": ""From $218/pax""}, {""name"": ""Barracks Lawn"", ""capacity"": ""200-260 pax"", ""price"": ""From $345/pax""}]"
recRQXmsLCbLcwrok,Yacht Bookings Singapore,https://www.bridely.sg/venue/yacht-bookings-singapore/r/recRQXmsLCbLcwrok,Central Area,5,5,5,5,2,Event Hall,"From $1,200",2-50 pax,"[{""name"": ""Private Charter"", ""capacity"": ""2-50 pax"", ""price"": ""From $1,200""}]"
rec0wXzP0QoMaYagx,Spring Court,https://www.bridely.sg/venue/spring-court/r/rec0wXzP0QoMaYagx,Chinatown,4.4,4.4,4.5,4.9,7,"Restaurant, Indoor",From $106/pax,120-180 pax,"[{""name"": ""Full Venue"", ""capacity"": ""120-180 pax"", ""price"": ""From $106/pax""}]"
recWY8V54Oaee8HJJ,Changi Cove Hotel,https://www.bridely.sg/venue/changi-cove-hotel/r/recWY8V54Oaee8HJJ,Changi,4.1,4.1,4,4,13,"Hotel, Garden & Greenery, Glasshouse, Indoor",From $106/pax,30-70 pax,"[{""name"": ""Conservatory"", ""capacity"": ""30-70 pax"", ""price"": ""From $106/pax""}, {""name"": ""The Auditorium"", ""capacity"": ""130-220 pax"", ""price"": ""From $152/pax""}]"
reczGhFBhsJfHtMi9,Four Points by Sheraton Singapore Riverview,https://www.bridely.sg/venue/four-points-by-sheraton-singapore-riverview/r/reczGhFBhsJfHtMi9,Central Area,3.8,3.9,3.6,4.1,24,"Hotel, Indoor",From $184/pax,150-250 pax,"[{""name"": ""Jubilee Room"", ""capacity"": ""150-250 pax"", ""price"": ""From $184/pax""}, {""name"": ""Robertson Room"", ""capacity"": ""60-100 pax"", ""price"": ""From $184/pax""}]"
recqCDcuxDRJ4acJw,Monti at 1-Pavilion,https://www.bridely.sg/venue/monti-at-1-pavilion/r/recqCDcuxDRJ4acJw,Central Area,3.5,3.7,3.5,3.9,40,"Restaurant, Glasshouse, Indoor, Outdoor, Waterfront",From $210/pax,122-180 pax,"[{""name"": ""Monti Restaurant"", ""capacity"": ""122-180 pax"", ""price"": ""From $210/pax""}]"
recakRATXPpKuc0Yj,Singapore Oceanarium,https://www.bridely.sg/venue/singapore-oceanarium/r/recakRATXPpKuc0Yj,Southern Islands,4.3,4.3,4.1,4.1,8,Event Hall,From $308/pax,150-220 pax,"[{""name"": ""Ocean Gallery"", ""capacity"": ""150-220 pax"", ""price"": ""From $308/pax""}, {""name"": ""Ocean Dome (Solemnization Package)"", ""capacity"": ""1-50 pax"", ""price"": ""From $10,888""}]"
reckkpfsXXbELp3ax,The Villa at Singapore Botanic Gardens,https://www.bridely.sg/venue/the-villa-at-singapore-botanic-gardens/r/reckkpfsXXbELp3ax,Tanglin,4.1,4.3,4.1,4.2,11,Event Hall,From $108/pax,1-220 pax,"[{""name"": ""Combined spaces (traditional format)"", ""capacity"": ""1-220 pax"", ""price"": ""From $108/pax""}, {""name"": ""Courtyard"", ""capacity"": ""1-78 pax"", ""price"": ""From $108/pax""}, {""name"": ""Batik Room"", ""capacity"": ""1-72 pax"", ""price"": ""From $108/pax""}, {""name"": ""Drawing Room"", ""capacity"": ""1-70 pax"", ""price"": ""From $108/pax""}]"
recwMjNxBijNiVBEv,CALI - Ascott Raffles Place Singapore,https://www.bridely.sg/venue/cali-ascott-raffles-place-singapore/r/recwMjNxBijNiVBEv,Central Area,4.7,4.7,4.8,4.5,4,Hotel,From $48/pax,,"[{""name"": ""Entire Venue"", ""capacity"": """", ""price"": ""From $48/pax""}, {""name"": ""Entire Venue"", ""capacity"": """", ""price"": """"}, {""name"": ""Function Room"", ""capacity"": """", ""price"": """"}]"
reckFKpGxKimYGYOq,ONE°15 Marina Sentosa Cove,https://www.bridely.sg/venue/one-15-marina-sentosa-cove/r/reckFKpGxKimYGYOq,Southern Islands,3.9,4.4,3.9,4,15,"Hotel, Ballroom, Garden & Greenery, Glasshouse, Indoor, Outdoor, Rooftop, Waterfront",From $203/pax,100-360 pax,"[{""name"": ""Constellation Ballroom"", ""capacity"": ""100-360 pax"", ""price"": ""From $203/pax""}, {""name"": ""Bar Nebula"", ""capacity"": ""30-120 pax"", ""price"": ""From $203/pax""}, {""name"": ""Nova Room"", ""capacity"": ""30-120 pax"", ""price"": ""From $203/pax""}, {""name"": ""Rooftop Terrace"", ""capacity"": ""30-120 pax"", ""price"": ""From $203/pax""}]"
recJh7OzM8HwIQxYq,The Barracks Hotel Sentosa,https://www.bridely.sg/venue/the-barracks-hotel-sentosa/r/recJh7OzM8HwIQxYq,Sentosa Island,4.7,4.7,4.7,4,3,Hotel,From $198/pax,100-160 pax,"[{""name"": ""Revelry Hall"", ""capacity"": ""100-160 pax"", ""price"": ""From $198/pax""}]"
recCU4LTFklNKCcri,Ah Yat Seafood Restaurant,https://www.bridely.sg/venue/ah-yat-seafood-restaurant/r/recCU4LTFklNKCcri,Central Area,5,5,5,5,1,"Restaurant, Indoor",From $89/pax,100-400 pax,"[{""name"": ""Abalone Banquet Hall"", ""capacity"": ""100-400 pax"", ""price"": ""From $89/pax""}]"
rec3KVKs2rg6ZALvc,Burkill Hall,https://www.bridely.sg/venue/burkill-hall/r/rec3KVKs2rg6ZALvc,Tanglin,5,5,,,1,Event Hall,"From $4,500",,"[{""name"": ""Level 1 & 2"", ""capacity"": """", ""price"": ""From $4,500""}]"
recRlvajutl0Vck1m,Café Melba at Goodman Arts Centre,https://www.bridely.sg/venue/cafe-melba-at-goodman-arts-centre/r/recRlvajutl0Vck1m,Marine Parade,5,5,5,5,1,Restaurant,From $12/pax,1-250 pax,"[{""name"": ""Event Area (per-person package pricing)"", ""capacity"": ""1-250 pax"", ""price"": ""From $12/pax""}, {""name"": ""Full venue booking (min spend)"", ""capacity"": ""1-250 pax"", ""price"": ""From $13,000""}, {""name"": ""Full indoor section (min spend)"", ""capacity"": ""From 1 pax"", ""price"": ""From $4,500""}, {""name"": ""Full outdoor section (min spend)"", ""capacity"": ""From 1 pax"", ""price"": ""From $5,500""}, {""name"": ""Half section (min spend)"", ""capacity"": ""From 1 pax"", ""price"": ""From $3,300""}]"
rec4ILCJntRkE9OG1,Chavents,https://www.bridely.sg/venue/chavents/r/rec4ILCJntRkE9OG1,Geylang,5,5,,,1,Event Hall,From $250,1-200 pax,"[{""name"": ""Entire Venue"", ""capacity"": ""1-200 pax"", ""price"": ""From $250""}]"
recLaJkSBP5LW37SL,Dutch Pavilion,https://www.bridely.sg/venue/dutch-pavilion/r/recLaJkSBP5LW37SL,Tanglin,5,5,5,5,1,Event Hall,From $219/pax,60-100 pax,"[{""name"": ""Dutch Pavilion"", ""capacity"": ""60-100 pax"", ""price"": ""From $219/pax""}]"
rechKlsOTkVcLh1fG,HAUS217,https://www.bridely.sg/venue/haus217/r/rechKlsOTkVcLh1fG,Kallang,5,5,5,5,1,"Event Hall, Indoor","From $5,000",30-80 pax,"[{""name"": ""Full Venue"", ""capacity"": ""30-80 pax"", ""price"": ""From $5,000""}]"
rec0P606jrS3N14hI,Hilltop Ballroom @ Pearl's Hill,https://www.bridely.sg/venue/hilltop-ballroom-pearl-s-hill/r/rec0P606jrS3N14hI,Central Area,5,5,,,1,Event Hall,,150-350 pax,"[{""name"": ""Grand Ballroom"", ""capacity"": ""150-350 pax"", ""price"": """"}]"
recLbRcaLZJrP0QfF,Kampong Kembangan Community Club,https://www.bridely.sg/venue/kampong-kembangan-community-club/r/recLbRcaLZJrP0QfF,Bedok,5,5,,,1,Event Hall,"From $2,000",,"[{""name"": ""Multi-Purpose Hall"", ""capacity"": """", ""price"": ""From $2,000""}]"
recMFbVKKjiNSktjX,Le Danz,https://www.bridely.sg/venue/le-danz/r/recMFbVKKjiNSktjX,Tampines,5,5,,,1,Event Hall,,,"[{""name"": ""Main Studio"", ""capacity"": """", ""price"": """"}]"
recQvIoXHGlMzHt8f,OSO Ristorante,https://www.bridely.sg/venue/oso-ristorante/r/recQvIoXHGlMzHt8f,Tanjong Pagar,5,5,5,5,1,Restaurant,"From $14,000",65-88 pax,"[{""name"": ""Main Dining"", ""capacity"": ""65-88 pax"", ""price"": ""From $14,000""}, {""name"": ""Retreat Room (venue rental)"", ""capacity"": ""60-60 pax"", ""price"": ""From $400""}, {""name"": ""Skyline Pavilion (venue rental)"", ""capacity"": ""60-60 pax"", ""price"": ""From $400""}, {""name"": ""Al-Fresco Dining"", ""capacity"": ""4-30 pax"", ""price"": """"}, {""name"": ""Antinori Room"", ""capacity"": ""14-20 pax"", ""price"": ""From $600""}, {""name"": ""Macallan Bar"", ""capacity"": ""11-11 pax"", ""price"": """"}, {""name"": ""Macallan Room"", ""capacity"": ""6-10 pax"", ""price"": ""From $800""}]"
recrEa1DK6yFzgLqj,Peach Garden @ Thomson Plaza,https://www.bridely.sg/venue/peach-garden-thomson-plaza/r/recrEa1DK6yFzgLqj,Bishan,5,5,5,5,1,"Restaurant, Ballroom, Indoor",From $134/pax,90-300 pax,"[{""name"": ""Full Venue"", ""capacity"": ""90-300 pax"", ""price"": ""From $134/pax""}]"
recSXvqUWcmSMERQw,Pivotal Studios,https://www.bridely.sg/venue/pivotal-studios/r/recSXvqUWcmSMERQw,Bedok,5,5,5,,1,Event Hall,"From $1,500",,"[{""name"": ""Photography Studio"", ""capacity"": """", ""price"": ""From $1,500""}]"
recjDjqs2Nie9gK6u,SOCIOQ @ Besar,https://www.bridely.sg/venue/socioq-besar/r/recjDjqs2Nie9gK6u,Kallang,5,5,,,1,Event Hall,,1-80 pax,"[{""name"": ""SOCIOQ @ Besar"", ""capacity"": ""1-80 pax"", ""price"": """"}]"
recNPkA7GgbiQLbAx,The Common Good,https://www.bridely.sg/venue/the-common-good/r/recNPkA7GgbiQLbAx,Geylang,5,5,,,1,Event Hall,,1-50 pax,"[{""name"": ""Lower Ground (main area) + Play Room (private use of whole space)"", ""capacity"": ""1-50 pax"", ""price"": """"}, {""name"": ""Studio Space"", ""capacity"": ""1-12 pax"", ""price"": ""From $80""}]"
rec4S8gsKUgJOQZfB,The Happi Loft,https://www.bridely.sg/venue/the-happi-loft/r/rec4S8gsKUgJOQZfB,Central Area,5,5,,,1,Event Hall,"From $1,000",1-100 pax,"[{""name"": ""The Happi Loft (whole venue)"", ""capacity"": ""1-100 pax"", ""price"": ""From $1,000""}]"
rec6STdiApUFFI2nE,The Lavender,https://www.bridely.sg/venue/the-lavender/r/rec6STdiApUFFI2nE,Kallang,5,,5,5,1,Event Hall,,,[]
rechX2PKchxSHdckS,The Singapore EDITION,https://www.bridely.sg/venue/the-singapore-edition/r/rechX2PKchxSHdckS,Central Area,5,,5,,1,"Hotel, Ballroom, Garden & Greenery, Indoor",From $321/pax,250-340 pax,"[{""name"": ""Ballroom"", ""capacity"": ""250-340 pax"", ""price"": ""From $321/pax""}, {""name"": ""Boardroom"", ""capacity"": ""30-50 pax"", ""price"": ""From $321/pax""}]"
recCn1RnSIygDAAzg,The Teahouse Studio,https://www.bridely.sg/venue/the-teahouse-studio/r/recCn1RnSIygDAAzg,Bishan,5,5,,,1,Event Hall,From $95,1-70 pax,"[{""name"": ""Event Space"", ""capacity"": ""1-70 pax"", ""price"": ""From $95""}]"
rec4GYtVaqsmcJLGO,The Velvet Affair,https://www.bridely.sg/venue/the-velvet-affair/r/rec4GYtVaqsmcJLGO,Hougang,5,5,,,1,Event Hall,From $208,1-80 pax,"[{""name"": ""Entire Private Venue (weekday hire fee)"", ""capacity"": ""1-80 pax"", ""price"": ""From $208""}, {""name"": ""Entire Private Venue (weekend hire fee)"", ""capacity"": ""1-80 pax"", ""price"": ""From $318""}]"
recyUm0q4Qk9Pz4gQ,The Winery Tapas Bar,https://www.bridely.sg/venue/the-winery-tapas-bar/r/recyUm0q4Qk9Pz4gQ,Central Area,5,5,4,4,1,Restaurant,From $102/pax,1-300 pax,"[{""name"": ""Entire Venue"", ""capacity"": ""1-300 pax"", ""price"": ""From $102/pax""}, {""name"": ""Outdoor Area"", ""capacity"": ""1-150 pax"", ""price"": ""From $102/pax""}, {""name"": ""Indoor Area"", ""capacity"": ""1-75 pax"", ""price"": ""From $102/pax""}]"
rec6pWfWGxvA1oHH0,TungLok Seafood (Orchard Central),https://www.bridely.sg/venue/tunglok-seafood-orchard-central/r/rec6pWfWGxvA1oHH0,Central Area,5,4,,,1,Restaurant,From $888,150-180 pax,"[{""name"": ""TungLok Seafood (Orchard Central)"", ""capacity"": ""150-180 pax"", ""price"": ""From $888""}]"
recmHzS6NMaL7siJB,LingZhi Vegetarian (Liat Towers),https://www.bridely.sg/venue/lingzhi-vegetarian-liat-towers/r/recmHzS6NMaL7siJB,Central Area,4.5,4,4.8,4.8,4,Restaurant,From $498,100-130 pax,"[{""name"": ""LingZhi Vegetarian (Liat Towers)"", ""capacity"": ""100-130 pax"", ""price"": ""From $498""}]"
recApqXWAErTga5dU,THE CHEVRONS,https://www.bridely.sg/venue/the-chevrons/r/recApqXWAErTga5dU,Jurong East,4.4,4.3,4.3,4,5,"Country Club, Ballroom, Indoor",From $148/pax,310-400 pax,"[{""name"": ""Ballroom"", ""capacity"": ""310-400 pax"", ""price"": ""From $148/pax""}, {""name"": ""Rose & Carnation Room"", ""capacity"": ""160-220 pax"", ""price"": ""From $148/pax""}, {""name"": ""Carnation Room"", ""capacity"": ""120-150 pax"", ""price"": ""From $148/pax""}]"
recdJHwWsaIGr39iF,Oasia Resort Sentosa,https://www.bridely.sg/venue/oasia-resort-sentosa/r/recdJHwWsaIGr39iF,Southern Islands,4.1,4.5,4.1,3.5,9,"Hotel, Colonial/Historical, Garden & Greenery, Indoor, Outdoor",From $218/pax,120-160 pax,"[{""name"": ""Revelry Hall"", ""capacity"": ""120-160 pax"", ""price"": ""From $218/pax""}, {""name"": ""The Aloes"", ""capacity"": ""120-140 pax"", ""price"": ""From $218/pax""}]"
recjhzrIvNnBfz3Ly,Serangoon Gardens Country Club,https://www.bridely.sg/venue/serangoon-gardens-country-club/r/recjhzrIvNnBfz3Ly,Serangoon,4.1,4.1,4.8,4.7,9,"Country Club, Ballroom, Indoor",From $131/pax,100-500 pax,"[{""name"": ""Kensington Ballroom"", ""capacity"": ""100-500 pax"", ""price"": ""From $131/pax""}]"
recaFOpIKqPUhXnsM,Qian Xi Farrer Park,https://www.bridely.sg/venue/qian-xi-farrer-park/r/recaFOpIKqPUhXnsM,Kallang,4,3.9,4,4.4,10,Restaurant,From $133/pax,1-570 pax,"[{""name"": ""Main Ballroom"", ""capacity"": ""1-570 pax"", ""price"": ""From $133/pax""}, {""name"": ""Ruby Ballroom"", ""capacity"": ""1-230 pax"", ""price"": ""From $133/pax""}, {""name"": ""Open Ballroom"", ""capacity"": ""1-210 pax"", ""price"": ""From $133/pax""}]"
rec017wHZlngseHpA,Grand Mercure Singapore Roxy,https://www.bridely.sg/venue/grand-mercure-singapore-roxy/r/rec017wHZlngseHpA,Marine Parade,4,3.8,3.9,3.5,9,Hotel,From $134/pax,80-120 pax,"[{""name"": ""Jia Wei Chinese Restaurant"", ""capacity"": ""80-120 pax"", ""price"": ""From $134/pax""}, {""name"": ""East Coast Function Room"", ""capacity"": ""100-300 pax"", ""price"": ""From $170/pax""}]"
recZyRrphTYZS9EFj,Jade at The Fullerton Hotel Singapore,https://www.bridely.sg/venue/jade-at-the-fullerton-hotel-singapore/r/recZyRrphTYZS9EFj,Central Area,4,4.3,4.4,4.3,8,"Hotel, Chinese",From $190/pax,30-80 pax,"[{""name"": ""Jade Restaurant"", ""capacity"": ""30-80 pax"", ""price"": ""From $190/pax""}, {""name"": ""Jade Private Dining Room"", ""capacity"": ""1-20 pax"", ""price"": ""From $190/pax""}]"
recInqyn4eR7X7cxb,TungLok Signatures (Orchard Rendezvous Hotel),https://www.bridely.sg/venue/tunglok-signatures-orchard-rendezvous-hotel/r/recInqyn4eR7X7cxb,Orchard,4.2,4,5,4.2,5,"Hotel, Ballroom, Indoor",From $156/pax,150-250 pax,"[{""name"": ""Antica Ballroom"", ""capacity"": ""150-250 pax"", ""price"": ""From $156/pax""}]"
recBmNbcJhqX5m7uh,Village Hotel Katong,https://www.bridely.sg/venue/village-hotel-katong/r/recBmNbcJhqX5m7uh,Marine Parade,4.2,4.6,5,4.7,5,"Hotel, Ballroom, Indoor, Outdoor, Rooftop",From $156/pax,30-150 pax,"[{""name"": ""Saffron Ballroom"", ""capacity"": ""30-150 pax"", ""price"": ""From $156/pax""}, {""name"": ""Galangal"", ""capacity"": ""30-50 pax"", ""price"": ""From $156/pax""}, {""name"": ""Alfresco"", ""capacity"": ""30-30 pax"", ""price"": ""From $156/pax""}]"
reclGhfKMgxVmprqu,1-Atico,https://www.bridely.sg/venue/1-atico/r/reclGhfKMgxVmprqu,Central Area,3.8,4.2,3.5,3.6,13,"Restaurant, Fusion, Western, Glasshouse, Indoor, Rooftop","From $30,575",140-242 pax,"[{""name"": ""Full Venue"", ""capacity"": ""140-242 pax"", ""price"": ""From $30,575""}]"
recLNCMRefAyjQTZl,Peach Garden @ OCBC Centre,https://www.bridely.sg/venue/peach-garden-ocbc-centre/r/recLNCMRefAyjQTZl,Central Area,3.5,3.3,3.2,3.7,20,"Restaurant, Ballroom, Indoor, Rooftop",From $134/pax,100-380 pax,"[{""name"": ""Full Venue"", ""capacity"": ""100-380 pax"", ""price"": ""From $134/pax""}]"
recynafp6DR0aiBmk,Si Chuan Dou Hua Restaurant at Top of UOB Plaza,https://www.bridely.sg/venue/si-chuan-dou-hua-restaurant-at-top-of-uob-plaza/r/recynafp6DR0aiBmk,Central Area,4.3,4.8,5,4,4,"Restaurant, Chinese, Indoor",From $178/pax,100-240 pax,"[{""name"": ""Si Chuan Dou Hua"", ""capacity"": ""100-240 pax"", ""price"": ""From $178/pax""}]"
recEFFC3bDrpanLMO,Wheeler's Tropikana,https://www.bridely.sg/venue/wheeler-s-tropikana/r/recEFFC3bDrpanLMO,Bukit Merah,4.3,4.8,4.8,4.8,4,"Restaurant, Garden & Greenery, Indoor, Outdoor",From $165/pax,1-230 pax,"[{""name"": ""Full Venue"", ""capacity"": ""1-230 pax"", ""price"": ""From $165/pax""}, {""name"": ""Level 1 Deck"", ""capacity"": ""1-170 pax"", ""price"": ""From $165/pax""}, {""name"": ""Level 2 Deck"", ""capacity"": ""1-60 pax"", ""price"": ""From $165/pax""}]"
reczPh7qakNueMpCb,HUONE,https://www.bridely.sg/venue/huone/r/reczPh7qakNueMpCb,Central Area,4.5,4.5,,,2,Event Hall,From $59/pax,,"[{""name"": ""Warehouse/Cottage"", ""capacity"": """", ""price"": ""From $59/pax""}, {""name"": ""Nest Room"", ""capacity"": """", ""price"": ""From $59/pax""}]"
reckycxfiNqN1gRYF,Jiak Kim House,https://www.bridely.sg/venue/jiak-kim-house/r/reckycxfiNqN1gRYF,Central Area,4.5,4,,4.5,2,Restaurant,From $150/pax,40-120 pax,"[{""name"": ""Main Dining Hall"", ""capacity"": ""40-120 pax"", ""price"": ""From $150/pax""}]"
recA5XNL4Nkzq60EG,New Fut Kai Vegetarian Restaurant,https://www.bridely.sg/venue/new-fut-kai-vegetarian-restaurant/r/recA5XNL4Nkzq60EG,Kallang,4.5,4.5,4.5,4.5,2,Restaurant,From $18/pax,20-80 pax,"[{""name"": ""Main Dining"", ""capacity"": ""20-80 pax"", ""price"": ""From $18/pax""}]"
recfFwzHBLlA7qe8d,Seletar Country Club,https://www.bridely.sg/venue/seletar-country-club/r/recfFwzHBLlA7qe8d,Yishun,4.5,4.7,4.7,5,3,"Country Club, Muslim-friendly, Western, Garden & Greenery, Indoor, Outdoor, Waterfront",From $106/pax,30-40 pax,"[{""name"": ""Kingfisher Room"", ""capacity"": ""30-40 pax"", ""price"": ""From $106/pax""}, {""name"": ""Seletar Room"", ""capacity"": ""80-240 pax"", ""price"": ""From $118/pax""}]"
recGQnFUtGvuYEtZO,TungLok Seafood (Park Regis Singapore),https://www.bridely.sg/venue/tunglok-seafood-park-regis-singapore/r/recGQnFUtGvuYEtZO,Central Area,4.5,4.5,3.5,5,2,"Restaurant, Chinese",From $88/pax,140-160 pax,"[{""name"": ""Main Dining Hall"", ""capacity"": ""140-160 pax"", ""price"": ""From $88/pax""}, {""name"": ""Private Room"", ""capacity"": ""10-33 pax"", ""price"": ""From $88/pax""}]"
recD6M4zVuUnHO6HG,Alcove at Caldwell House,https://www.bridely.sg/venue/alcove-at-caldwell-house/r/recD6M4zVuUnHO6HG,Central Area,3.9,3.8,5,4,8,Hotel,,30-100 pax,"[{""name"": ""Main Hall"", ""capacity"": ""30-100 pax"", ""price"": """"}]"
rec1toCaVFPovrNsB,Peony Jade @ AMARA Singapore,https://www.bridely.sg/venue/peony-jade-amara-singapore/r/rec1toCaVFPovrNsB,Tanjong Pagar,3.5,3.6,3.5,3.7,15,"Restaurant, Chinese",From $148/pax,150-210 pax,"[{""name"": ""Main Dining Hall"", ""capacity"": ""150-210 pax"", ""price"": ""From $148/pax""}]"
rec7ccCRuRcl9hjiy,Amaryllis Ballroom,https://www.bridely.sg/venue/amaryllis-ballroom/r/rec7ccCRuRcl9hjiy,Geylang,4,4,,,5,Event Hall,From $35/pax,200-450 pax,"[{""name"": ""Ballroom"", ""capacity"": ""200-450 pax"", ""price"": ""From $35/pax""}]"
recxquIWUikkQ3R8s,Civil Service Club @ Bukit Batok,https://www.bridely.sg/venue/civil-service-club-bukit-batok/r/recxquIWUikkQ3R8s,Bukit Batok,3.9,3.7,2,4.5,7,Country Club,From $93/pax,250-620 pax,"[{""name"": ""Crystal Ballroom"", ""capacity"": ""250-620 pax"", ""price"": ""From $93/pax""}]"
rec63V33UphG3NPGi,Privé Grill,https://www.bridely.sg/venue/prive-grill/r/rec63V33UphG3NPGi,Bukit Merah,3.9,3.3,3,3.4,7,Restaurant,"From $1,500",12-30 pax,"[{""name"": ""Restaurant"", ""capacity"": ""12-30 pax"", ""price"": ""From $1,500""}]"
recpaxfCEvtW3IWGi,Dusit Thani Laguna Singapore,https://www.bridely.sg/venue/dusit-thani-laguna-singapore/r/recpaxfCEvtW3IWGi,Tampines,3.6,3.6,3.4,3.8,12,"Hotel, Ballroom, Garden & Greenery, Indoor",From $194/pax,30-80 pax,"[{""name"": ""Albatross & Birdie"", ""capacity"": ""30-80 pax"", ""price"": ""From $194/pax""}, {""name"": ""Laguna Ballroom"", ""capacity"": ""120-380 pax"", ""price"": ""From $238/pax""}]"
recI5AYDzs7ZZLTgz,Qian Xi Jubilee Garden,https://www.bridely.sg/venue/qian-xi-jubilee-garden/r/recI5AYDzs7ZZLTgz,Toa Payoh,3.8,4,3.4,4,8,Restaurant,From $112/pax,200-300 pax,"[{""name"": ""Ballroom A"", ""capacity"": ""200-300 pax"", ""price"": ""From $112/pax""}]"
recSAfUXG2KI7ubLr,Dad's Corner,https://www.bridely.sg/venue/dad-s-corner/r/recSAfUXG2KI7ubLr,Bukit Batok,4,3,4,5,4,Restaurant,From $35/pax,30-100 pax,"[{""name"": ""Dad's Corner @ Bukit Batok"", ""capacity"": ""30-100 pax"", ""price"": ""From $35/pax""}]"
rec3JFOEf4dERBomj,Qian Xi Hilltop Garden,https://www.bridely.sg/venue/qian-xi-hilltop-garden/r/rec3JFOEf4dERBomj,Bukit Batok,3.5,3.6,3,3.3,11,Restaurant,From $112/pax,100-620 pax,"[{""name"": ""Crystal Ballroom"", ""capacity"": ""100-620 pax"", ""price"": ""From $112/pax""}]"
recHDZVH5gjOfdJwA,Hilton Singapore Orchard,https://www.bridely.sg/venue/hilton-singapore-orchard/r/recHDZVH5gjOfdJwA,Central Area,3.7,3.8,3.5,4,8,"Hotel, Chinese, Western, Ballroom, Garden & Greenery, Glasshouse, Indoor",From $250/pax,260-800 pax,"[{""name"": ""Grand Ballroom"", ""capacity"": ""260-800 pax"", ""price"": ""From $250/pax""}, {""name"": ""Imperial Ballroom"", ""capacity"": ""120-220 pax"", ""price"": ""From $250/pax""}, {""name"": ""The Manor"", ""capacity"": ""120-163 pax"", ""price"": ""From $405/pax""}]"
rec4eaFt2IN11Al58,Caroline Mansion @ St Regis,https://www.bridely.sg/venue/caroline-mansion-st-regis/r/rec4eaFt2IN11Al58,Central Area,4,,4,5,2,Hotel,,,[]
rec1lF8g4kswTQ0Hk,Civil Service Club @ Tessensohn,https://www.bridely.sg/venue/civil-service-club-tessensohn/r/rec1lF8g4kswTQ0Hk,Kallang,4,4,,,2,Event Hall,,20-200 pax,"[{""name"": ""Function Rooms"", ""capacity"": ""20-200 pax"", ""price"": """"}]"
rec9DKskQljvHLmak,The Riverhouse,https://www.bridely.sg/venue/the-riverhouse/r/rec9DKskQljvHLmak,Central Area,3.3,3.7,3.3,3.7,11,"Restaurant, Indoor, Outdoor, Waterfront",From $176/pax,110-270 pax,"[{""name"": ""Mimi Restaurant"", ""capacity"": ""110-270 pax"", ""price"": ""From $176/pax""}]"
recqpvXDDPemVXM4r,The Secret Haven at Mt Sophia,https://www.bridely.sg/venue/the-secret-haven-at-mt-sophia/r/recqpvXDDPemVXM4r,Central Area,4,3,3,3,2,"Event Hall, Glasshouse, Indoor",From $155/pax,70-120 pax,"[{""name"": ""Full Venue"", ""capacity"": ""70-120 pax"", ""price"": ""From $155/pax""}]"
recGXXJ0e1gseLwYh,Equarius Hotel,https://www.bridely.sg/venue/equarius-hotel/r/recGXXJ0e1gseLwYh,Southern Islands,3.5,3.6,4,3,6,"Hotel, Ballroom, Indoor, Waterfront",From $226/pax,250-520 pax,"[{""name"": ""Equarius Ballroom"", ""capacity"": ""250-520 pax"", ""price"": ""From $226/pax""}, {""name"": ""Saffron Room"", ""capacity"": ""80-100 pax"", ""price"": ""From $226/pax""}, {""name"": ""Ocean Gallery"", ""capacity"": ""150-220 pax"", ""price"": ""From $357/pax""}]"
recGyhQdlqcDkCZla,Resorts World Convention Centre,https://www.bridely.sg/venue/resorts-world-convention-centre/r/recGyhQdlqcDkCZla,Southern Islands,3.5,4.5,3.3,3,6,"Event Hall, Ballroom, Indoor",From $225/pax,150-320 pax,"[{""name"": ""Function Rooms"", ""capacity"": ""150-320 pax"", ""price"": ""From $225/pax""}, {""name"": ""West Ballroom"", ""capacity"": ""450-1700 pax"", ""price"": ""From $227/pax""}]"
recRqcqlu6mV1ppBQ,Art di Daniele Sperindio,https://www.bridely.sg/venue/art-di-daniele-sperindio/r/recRqcqlu6mV1ppBQ,Central Area,4,5,4,5,1,Event Hall,From $148/pax,,"[{""name"": ""Main Dining"", ""capacity"": """", ""price"": ""From $148/pax""}]"
recDiH8ebiFBl1m3G,Qian Xi Pearl Garden,https://www.bridely.sg/venue/qian-xi-pearl-garden/r/recDiH8ebiFBl1m3G,Jurong West,4,5,5,5,1,Restaurant,From $120/pax,10-1200 pax,"[{""name"": ""All Ballrooms"", ""capacity"": ""10-1200 pax"", ""price"": ""From $120/pax""}, {""name"": ""Main Ballroom"", ""capacity"": ""10-550 pax"", ""price"": ""From $120/pax""}, {""name"": ""Ballroom 1/2/3"", ""capacity"": ""10-170 pax"", ""price"": ""From $120/pax""}]"
recmiIeHFdqdwv3NR,Tanglin Community Club,https://www.bridely.sg/venue/tanglin-community-club/r/recmiIeHFdqdwv3NR,Novena,4,4,,,1,Event Hall,"From $2,000",,"[{""name"": ""Multi-Purpose Hall"", ""capacity"": """", ""price"": ""From $2,000""}]"
