recordId,name,url,location,overallRating,venueRating,serviceRating,foodRating,reviews,tags,price,capacity,rooms
recvE8e1n7b12ALmf,Holiday Inn Express & Suites Singapore Novena,https://www.bridely.sg/venue/holiday-inn-express-suites-singapore-novena/r/recvE8e1n7b12ALmf,Novena,5,5,5,5,6,"Hotel, Chinese, Vegetarian, Ballroom, Indoor, Pet Friendly",From $113/pax,30-80 pax,"[{""name"": ""Lime"", ""capacity"": ""30-80 pax"", ""price"": ""From $113/pax""}, {""name"": ""Sugarcane"", ""capacity"": ""100-200 pax"", ""price"": ""From $123/pax""}]"
reckSeDSohHZwJX4B,Shangri-La Rasa Sentosa,https://www.bridely.sg/venue/shangri-la-rasa-sentosa/r/reckSeDSohHZwJX4B,Southern Islands,4.3,4.3,4.1,3.8,36,"Hotel, Chinese, Western, Ballroom, Garden & Greenery, Glasshouse, Indoor, Outdoor, Waterfront",From $249/pax,150-360 pax,"[{""name"": ""Siloso Ballroom"", ""capacity"": ""150-360 pax"", ""price"": ""From $249/pax""}, {""name"": ""Horizon Pavilion"", ""capacity"": ""150-320 pax"", ""price"": ""From $261/pax""}, {""name"": ""Barnacles by the Sea"", ""capacity"": ""80-120 pax"", ""price"": ""From $273/pax""}, {""name"": ""Rasa Shore"", ""capacity"": ""150-340 pax"", ""price"": ""From $309/pax""}, {""name"": ""Rasa Lawn"", ""capacity"": ""150-240 pax"", ""price"": ""From $309/pax""}]"
recNKTPe2QM580fGQ,Open Farm Community,https://www.bridely.sg/venue/open-farm-community/r/recNKTPe2QM580fGQ,Tanglin,4.7,4.9,4.5,4.8,16,Event Hall,"From $5,000",1-108 pax,"[{""name"": ""Exclusive Usage (Restaurant Layout)"", ""capacity"": ""1-108 pax"", ""price"": ""From $5,000""}, {""name"": ""Caf\u00e9 Terrace"", ""capacity"": ""1-80 pax"", ""price"": ""From $3,000""}, {""name"": ""Indoor Restaurant"", ""capacity"": ""1-70 pax"", ""price"": ""From $3,000""}, {""name"": ""Outdoor Deck"", ""capacity"": ""1-38 pax"", ""price"": ""From $2,000""}]"
reckiObT4vfAhTVCh,Genting Hotel Jurong,https://www.bridely.sg/venue/genting-hotel-jurong/r/reckiObT4vfAhTVCh,Jurong East,4.1,4.1,4.3,3.9,46,"Hotel, Ballroom, Garden & Greenery, Indoor, Outdoor, Rooftop",From $118/pax,40-50 pax,"[{""name"": ""Sky Lawn"", ""capacity"": ""40-50 pax"", ""price"": ""From $118/pax""}, {""name"": ""Genting Ballroom"", ""capacity"": ""150-330 pax"", ""price"": ""From $154/pax""}]"
recRRFbJJhUyhfM24,The Alkaff Mansion,https://www.bridely.sg/venue/the-alkaff-mansion/r/recRRFbJJhUyhfM24,Bukit Merah,4.1,4.2,3.5,3.9,51,"Restaurant, Western, Colonial/Historical, Garden & Greenery, Indoor, Outdoor",From $189/pax,125-240 pax,"[{""name"": ""UNA restaurant"", ""capacity"": ""125-240 pax"", ""price"": ""From $189/pax""}]"
reckCNN3699XKGC0z,The Westin Singapore,https://www.bridely.sg/venue/the-westin-singapore/r/reckCNN3699XKGC0z,Central Area,4.3,4.1,3.8,4.4,29,"Hotel, Ballroom, Glasshouse, Indoor, Rooftop, Waterfront",From $216/pax,60-80 pax,"[{""name"": ""Cook & Brew Restaurant"", ""capacity"": ""60-80 pax"", ""price"": ""From $216/pax""}, {""name"": ""Grand Ballroom"", ""capacity"": ""160-300 pax"", ""price"": ""From $219/pax""}]"
recYiWtRrY1SDDqPe,Concorde Hotel Singapore,https://www.bridely.sg/venue/concorde-hotel-singapore/r/recYiWtRrY1SDDqPe,Central Area,4,3.8,3.7,3.9,51,"Hotel, Ballroom, Indoor",From $168/pax,150-440 pax,"[{""name"": ""Concorde Ballroom"", ""capacity"": ""150-440 pax"", ""price"": ""From $168/pax""}]"
recpchlyo5QV8gm7b,Si Chuan Dou Hua Restaurant - Beach Road,https://www.bridely.sg/venue/si-chuan-dou-hua-restaurant-beach-road/r/recpchlyo5QV8gm7b,Kampong Glam,5,4.7,4.9,5,7,Restaurant,From $168/pax,1-200 pax,"[{""name"": ""Sky Ballroom"", ""capacity"": ""1-200 pax"", ""price"": ""From $168/pax""}, {""name"": ""Full Venue"", ""capacity"": ""150-200 pax"", ""price"": ""From $268/pax""}, {""name"": ""Private Rooms"", ""capacity"": ""From 1 pax"", ""price"": """"}, {""name"": ""Sky Ballroom 1"", ""capacity"": ""From 1 pax"", ""price"": """"}, {""name"": ""Sky Ballroom 2"", ""capacity"": ""From 1 pax"", ""price"": """"}, {""name"": ""Sky Ballroom 3"", ""capacity"": ""From 1 pax"", ""price"": """"}]"
recmzomkfewofoaHO,Taverna Greka Greek-Italian Restaurant,https://www.bridely.sg/venue/taverna-greka-greek-italian-restaurant/r/recmzomkfewofoaHO,Queenstown,5,4.8,5,4.8,7,"Restaurant, Western",From $70/pax,1-85 pax,"[{""name"": ""Main Hall & Veranda"", ""capacity"": ""1-85 pax"", ""price"": ""From $70/pax""}, {""name"": ""Wine Room"", ""capacity"": ""1-20 pax"", ""price"": ""From $70/pax""}]"
recALC4YRHHZLaQlA,Sofitel Singapore Sentosa Resort & Spa,https://www.bridely.sg/venue/sofitel-singapore-sentosa-resort-spa/r/recALC4YRHHZLaQlA,Southern Islands,4,4.1,3.8,3.7,55,"Hotel, Chinese, Indian, Western, Ballroom, Garden & Greenery, Glasshouse, Indoor, Outdoor, Waterfront",From $214/pax,200-240 pax,"[{""name"": ""Straits Ballroom"", ""capacity"": ""200-240 pax"", ""price"": ""From $214/pax""}, {""name"": ""Saffron Ballroom"", ""capacity"": ""100-140 pax"", ""price"": ""From $214/pax""}, {""name"": ""The Cliff"", ""capacity"": ""100-180 pax"", ""price"": ""From $297/pax""}]"
recH5VkryHPzX3B54,Grand Shanghai Restaurant,https://www.bridely.sg/venue/grand-shanghai-restaurant/r/recH5VkryHPzX3B54,Central Area,4.4,4.4,4.1,4.7,21,"Restaurant, Indoor",From $178/pax,200-250 pax,"[{""name"": ""Full Venue"", ""capacity"": ""200-250 pax"", ""price"": ""From $178/pax""}]"
recavOMibKWmQ9AJu,Orchid Country Club,https://www.bridely.sg/venue/orchid-country-club/r/recavOMibKWmQ9AJu,Yishun,4.2,4.2,3.4,4.1,34,Country Club,,1-1500 pax,"[{""name"": ""Grand Ballroom"", ""capacity"": ""1-1500 pax"", ""price"": """"}, {""name"": ""Sapphire Suite"", ""capacity"": ""1-300 pax"", ""price"": """"}, {""name"": ""Tea Garden Foyer"", ""capacity"": ""1-250 pax"", ""price"": """"}, {""name"": ""Emerald Suite"", ""capacity"": ""1-240 pax"", ""price"": """"}, {""name"": ""The Garden Pavilion"", ""capacity"": ""1-80 pax"", ""price"": ""From $888""}]"
recnI0gIYtLxQfxXD,Pan Pacific Orchard,https://www.bridely.sg/venue/pan-pacific-orchard/r/recnI0gIYtLxQfxXD,Central Area,4.8,4.8,4.8,4.4,9,"Hotel, Ballroom, Garden & Greenery, Indoor, Outdoor",From $250/pax,200-350 pax,"[{""name"": ""Claymore Ballroom"", ""capacity"": ""200-350 pax"", ""price"": ""From $250/pax""}]"
recr2mlcWIpuhM68R,Fu Lin Men Cantonese Dining (Chinese Swimming Club),https://www.bridely.sg/venue/fu-lin-men-cantonese-dining-chinese-swimming-club/r/recr2mlcWIpuhM68R,Marine Parade,5,5,5,5,5,"Restaurant, Indoor",From $107/pax,120-180 pax,"[{""name"": ""Full Venue"", ""capacity"": ""120-180 pax"", ""price"": ""From $107/pax""}]"
rec7WN9QJiiFHMima,Novotel Singapore On Stevens,https://www.bridely.sg/venue/novotel-singapore-on-stevens/r/rec7WN9QJiiFHMima,Tanglin,4.2,4,3.8,3.8,27,"Hotel, Chinese, Indian, Ballroom, Garden & Greenery, Glasshouse, Indoor",From $142/pax,150-320 pax,"[{""name"": ""Polaris Ballroom"", ""capacity"": ""150-320 pax"", ""price"": ""From $142/pax""}, {""name"": ""Winestone Restaurant"", ""capacity"": ""80-120 pax"", ""price"": ""From $165/pax""}]"
rec9TcTOYjrk9MDJj,Rendezvous Hotel Singapore at Bras Basah,https://www.bridely.sg/venue/rendezvous-hotel-singapore-at-bras-basah/r/rec9TcTOYjrk9MDJj,Bras Basah,4,3.8,3.7,3.4,38,"Hotel, Ballroom",From $173/pax,100-150 pax,"[{""name"": ""Symphony Ballroom"", ""capacity"": ""100-150 pax"", ""price"": ""From $173/pax""}]"
recTLNPKosjiEkhBN,Wheeler's Estate,https://www.bridely.sg/venue/wheeler-s-estate/r/recTLNPKosjiEkhBN,Seletar,3.9,4.3,3.8,4.4,44,Restaurant,"From $49,000",1-550 pax,"[{""name"": ""Wheeler\u2019s Estate Exclusive Buyout"", ""capacity"": ""1-550 pax"", ""price"": ""From $49,000""}, {""name"": ""Level 1 Buyout"", ""capacity"": ""1-450 pax"", ""price"": ""From $38,000""}, {""name"": ""Sky Deck & Lawn Buyout"", ""capacity"": ""1-250 pax"", ""price"": ""From $27,500""}, {""name"": ""Sky Deck Buyout"", ""capacity"": ""1-150 pax"", ""price"": ""From $17,000""}, {""name"": ""Cinder Buyout"", ""capacity"": ""1-100 pax"", ""price"": ""From $10,000""}, {""name"": ""Starddeck Buyout"", ""capacity"": ""1-70 pax"", ""price"": ""From $7,600""}]"
recDTXxx4UBMHDiXt,Raffles Marina,https://www.bridely.sg/venue/raffles-marina/r/recDTXxx4UBMHDiXt,Tuas,4.6,4.7,4.6,4.7,10,"Hotel, Ballroom, Indoor",From $142/pax,50-360 pax,"[{""name"": ""Compass Ballroom"", ""capacity"": ""50-360 pax"", ""price"": ""From $142/pax""}]"
recoHEibBFillDtfX,YWCA Fort Canning,https://www.bridely.sg/venue/ywca-fort-canning/r/recoHEibBFillDtfX,Central Area,4.8,4.4,4.8,5,6,Hotel,From $114/pax,180-450 pax,"[{""name"": ""Sophia Cooke Ballroom"", ""capacity"": ""180-450 pax"", ""price"": ""From $114/pax""}, {""name"": ""Peace Room"", ""capacity"": ""80-165 pax"", ""price"": ""From $114/pax""}]"
recyGVEpRHE28iOeQ,Beaulieu House (Sembawang Seafood Paradise),https://www.bridely.sg/venue/beaulieu-house-sembawang-seafood-paradise/r/recyGVEpRHE28iOeQ,Sembawang,5,5,5,5,4,"Restaurant, Colonial/Historical, Indoor",From $118/pax,160-180 pax,"[{""name"": ""Full Venue"", ""capacity"": ""160-180 pax"", ""price"": ""From $118/pax""}]"
recqr6N2Q6Kktitgt,Lawry's The Prime Rib Singapore,https://www.bridely.sg/venue/lawry-s-the-prime-rib-singapore/r/recqr6N2Q6Kktitgt,Central Area,5,5,5,5,4,Restaurant,"From $5,000",1-90 pax,"[{""name"": ""Main Dining Hall (Full Buyout)"", ""capacity"": ""1-90 pax"", ""price"": ""From $5,000""}, {""name"": ""Main Dining Hall (Partial)"", ""capacity"": ""1-50 pax"", ""price"": """"}, {""name"": ""Tanglin & Nassim"", ""capacity"": ""1-24 pax"", ""price"": ""From $1,800""}, {""name"": ""Grange & Scotts"", ""capacity"": ""1-22 pax"", ""price"": ""From $1,900""}, {""name"": ""Oxley"", ""capacity"": ""1-17 pax"", ""price"": ""From $1,400""}, {""name"": ""Grange"", ""capacity"": ""1-14 pax"", ""price"": ""From $1,150""}, {""name"": ""Nassim"", ""capacity"": ""1-12 pax"", ""price"": ""From $900""}, {""name"": ""Tanglin"", ""capacity"": ""1-12 pax"", ""price"": ""From $900""}]"
recUlKSOwFL4SNcI8,White Rabbit Hole (Chinatown),https://www.bridely.sg/venue/white-rabbit-hole-chinatown/r/recUlKSOwFL4SNcI8,Central Area,5,5,5,,4,Event Hall,From $480,1-36 pax,"[{""name"": ""Wedding Solemnisation Space"", ""capacity"": ""1-36 pax"", ""price"": ""From $480""}]"
recpYPhCGNGMgRKg8,Plume Singapore,https://www.bridely.sg/venue/plume-singapore/r/recpYPhCGNGMgRKg8,Central Area,4.2,4.1,3.8,4,22,Restaurant,From $70/pax,1-125 pax,"[{""name"": ""Event Area (Whole venue)"", ""capacity"": ""1-125 pax"", ""price"": ""From $70/pax""}]"
rec3bDIc93oxuFHhT,Chui Huay Lim Teochew Cuisine 醉花林品潮轩,https://www.bridely.sg/venue/chui-huay-lim-teochew-cuisine/r/rec3bDIc93oxuFHhT,Novena,4.7,4.8,5,5,7,"Restaurant, Chinese, Glasshouse, Indoor",From $120/pax,300-360 pax,"[{""name"": ""Hall A & B"", ""capacity"": ""300-360 pax"", ""price"": ""From $120/pax""}, {""name"": ""Hall A"", ""capacity"": ""150-260 pax"", ""price"": ""From $120/pax""}, {""name"": ""Hall C & J"", ""capacity"": ""180-200 pax"", ""price"": ""From $120/pax""}, {""name"": ""Hall C"", ""capacity"": ""60-150 pax"", ""price"": ""From $120/pax""}, {""name"": ""Hall B"", ""capacity"": ""60-100 pax"", ""price"": ""From $120/pax""}, {""name"": ""Hall J"", ""capacity"": ""60-90 pax"", ""price"": ""From $120/pax""}]"
recK861nUJU6hEjHo,Grand Park City Hall,https://www.bridely.sg/venue/grand-park-city-hall/r/recK861nUJU6hEjHo,Central Area,4.7,4.6,4.7,3.7,7,"Hotel, Garden & Greenery, Outdoor, Rooftop",From $189/pax,30-120 pax,"[{""name"": ""Rooftop Sky Garden"", ""capacity"": ""30-120 pax"", ""price"": ""From $189/pax""}]"
recvc9CavlbranxAV,Raffles Hotel,https://www.bridely.sg/venue/raffles-hotel/r/recvc9CavlbranxAV,Bras Basah,4.2,4.7,4.1,4.7,18,"Hotel, Chinese, Western, Ballroom, Colonial/Historical, Indoor",From $309/pax,80-100 pax,"[{""name"": ""Casuarina Suite"", ""capacity"": ""80-100 pax"", ""price"": ""From $309/pax""}, {""name"": ""Palm Ballroom"", ""capacity"": ""80-100 pax"", ""price"": ""From $309/pax""}, {""name"": ""Jubilee Ballroom"", ""capacity"": ""220-270 pax"", ""price"": ""From $333/pax""}]"
recZgG5Hy3BtVHwRo,The Summerhouse,https://www.bridely.sg/venue/the-summerhouse/r/recZgG5Hy3BtVHwRo,Seletar,4,4.1,3.7,4.3,26,"Restaurant, Western, Colonial/Historical, Garden & Greenery, Glasshouse, Indoor, Outdoor",From $177/pax,108-180 pax,"[{""name"": ""Full Venue"", ""capacity"": ""108-180 pax"", ""price"": ""From $177/pax""}]"
recGSE4cMEiR29mHX,voco Orchard Singapore,https://www.bridely.sg/venue/voco-orchard-singapore/r/recGSE4cMEiR29mHX,Central Area,4.4,4.6,4.6,4.7,15,"Hotel, Chinese, Ballroom, Indoor, Rooftop",From $190/pax,200-420 pax,"[{""name"": ""Grand Ballroom"", ""capacity"": ""200-420 pax"", ""price"": ""From $190/pax""}, {""name"": ""Panorama Room"", ""capacity"": ""150-220 pax"", ""price"": ""From $190/pax""}, {""name"": ""Vista Room"", ""capacity"": ""100-200 pax"", ""price"": ""From $190/pax""}]"
rec8ngtGbq7qNEytH,York Hotel,https://www.bridely.sg/venue/york-hotel/r/rec8ngtGbq7qNEytH,Central Area,4.5,4.1,4.7,4.8,12,"Hotel, Indoor",From $141/pax,160-300 pax,"[{""name"": ""Rosemarie Hall"", ""capacity"": ""160-300 pax"", ""price"": ""From $141/pax""}, {""name"": ""Top of the York"", ""capacity"": ""100-120 pax"", ""price"": ""From $141/pax""}]"
recjOvjXfh8oFOtHk,Flower Field Hall @ Gardens by the Bay,https://www.bridely.sg/venue/flower-field-hall-gardens-by-the-bay/r/recjOvjXfh8oFOtHk,Marina South,4.8,4.8,5,5,5,Event Hall,From $228/pax,200-700 pax,"[{""name"": ""Flower Field Hall (Sit-down dinner)"", ""capacity"": ""200-700 pax"", ""price"": ""From $228/pax""}, {""name"": ""Flower Field Hall (Standing cocktail)"", ""capacity"": ""1-1100 pax"", ""price"": """"}, {""name"": ""Flower Field Hall (Theatre seating)"", ""capacity"": ""1-800 pax"", ""price"": """"}]"
rec7JKFYqky8VoiFa,Royal Plaza on Scotts,https://www.bridely.sg/venue/royal-plaza-on-scotts/r/rec7JKFYqky8VoiFa,Central Area,4.8,5,5,5,5,"Hotel, Garden & Greenery, Glasshouse, Indoor",From $201/pax,60-120 pax,"[{""name"": ""Balmoral Hall"", ""capacity"": ""60-120 pax"", ""price"": ""From $201/pax""}]"
rec2vg85fD0lXd0fY,One Farrer Hotel,https://www.bridely.sg/venue/one-farrer-hotel/r/rec2vg85fD0lXd0fY,Central Area,3.9,4.2,3.4,3.3,31,"Hotel, Ballroom, Glasshouse, Indoor",From $190/pax,80-120 pax,"[{""name"": ""Function Room"", ""capacity"": ""80-120 pax"", ""price"": ""From $190/pax""}, {""name"": ""Grand Ballroom"", ""capacity"": ""160-450 pax"", ""price"": ""From $204/pax""}]"
recHxBtYUfvzJxJia,Royal Albatross - Luxury Tall Ship,https://www.bridely.sg/venue/royal-albatross-luxury-tall-ship/r/recHxBtYUfvzJxJia,Southern Islands,5,,,,3,Event Hall,"From $35,000",50-74 pax,"[{""name"": ""Exclusive Charter Wedding Package (PDF)"", ""capacity"": ""50-74 pax"", ""price"": ""From $35,000""}, {""name"": ""The Royal Albatross (Dinner Wedding Package \u2013 Weekday)"", ""capacity"": ""From 50 pax"", ""price"": ""From $22,888""}, {""name"": ""The Royal Albatross (Dinner Wedding Package \u2013 Weekend)"", ""capacity"": ""From 80 pax"", ""price"": ""From $36,888""}, {""name"": ""The Royal Albatross (Lunch Wedding Package)"", ""capacity"": ""From 50 pax"", ""price"": ""From $15,888""}]"
recQU9sJFth7cpVjc,The White Label,https://www.bridely.sg/venue/the-white-label/r/recQU9sJFth7cpVjc,Kampong Glam,5,5,5,5,3,Event Hall,"From $2,500",1-50 pax,"[{""name"": ""Level 2 \u2013 Whole Floor"", ""capacity"": ""1-50 pax"", ""price"": ""From $2,500""}, {""name"": ""Level 1 \u2013 Whole Floor"", ""capacity"": ""40-48 pax"", ""price"": ""From $2,500""}, {""name"": ""Level 1 \u2013 Prive Private Dining Area"", ""capacity"": ""16-20 pax"", ""price"": ""From $1,000""}, {""name"": ""Level 2M (staircase only) \u2013 Whole Floor"", ""capacity"": ""1-16 pax"", ""price"": ""From $1,200""}]"
recC9EssAfXWpDgGc,Ya Ge 雅閣 at Orchid Hotel,https://www.bridely.sg/venue/ya-ge-at-orchid-hotel/r/recC9EssAfXWpDgGc,"1 Tras Link, Orchid Hotel",5,5,5,5,5,"Restaurant, Chinese, Indoor",From $143/pax,50-120 pax,"[{""name"": ""Full Venue"", ""capacity"": ""50-120 pax"", ""price"": ""From $143/pax""}]"
rech5sKSZIg0G7jVS,Village Hotel Changi,https://www.bridely.sg/venue/village-hotel-changi/r/rech5sKSZIg0G7jVS,Changi,3.9,3.7,3.1,3.8,28,"Hotel, Ballroom, Garden & Greenery, Glasshouse, Indoor, Outdoor, Rooftop, Waterfront",From $156/pax,30-250 pax,"[{""name"": ""Square Ballroom"", ""capacity"": ""30-250 pax"", ""price"": ""From $156/pax""}, {""name"": ""Creek"", ""capacity"": ""30-180 pax"", ""price"": ""From $156/pax""}, {""name"": ""Oval"", ""capacity"": ""30-130 pax"", ""price"": ""From $156/pax""}, {""name"": ""Infinity"", ""capacity"": ""30-80 pax"", ""price"": ""From $156/pax""}, {""name"": ""Poolside"", ""capacity"": ""30-80 pax"", ""price"": ""From $156/pax""}, {""name"": ""Quad"", ""capacity"": ""30-80 pax"", ""price"": ""From $156/pax""}, {""name"": ""Sphere"", ""capacity"": ""30-70 pax"", ""price"": ""From $156/pax""}]"
recune5kHT6NnA1eE,Aloft Singapore Novena,https://www.bridely.sg/venue/aloft-singapore-novena/r/recune5kHT6NnA1eE,Novena,4.6,4.6,4.7,4.7,7,"Hotel, Ballroom, Garden & Greenery, Glasshouse, Indoor",From $148/pax,180-260 pax,"[{""name"": ""Balestier Ballroom"", ""capacity"": ""180-260 pax"", ""price"": ""From $148/pax""}, {""name"": ""Zhongshan Room"", ""capacity"": ""100-120 pax"", ""price"": ""From $148/pax""}]"
recsWTuTrisUtNFIK,Red House Seafood Grand Copthorne,https://www.bridely.sg/venue/red-house-seafood-grand-copthorne/r/recsWTuTrisUtNFIK,River Valley,4.4,4.5,4.3,4.6,13,"Restaurant, Glasshouse, Indoor",From $202/pax,10-140 pax,"[{""name"": ""Dining Hall"", ""capacity"": ""10-140 pax"", ""price"": ""From $202/pax""}]"
recjjngfUkmFPMFUj,THE OUTSET,https://www.bridely.sg/venue/the-outset/r/recjjngfUkmFPMFUj,Toa Payoh,4.4,4.8,4,4,12,"Event Hall, Indoor",From $35/pax,50-136 pax,"[{""name"": ""Without Solemnisation Area"", ""capacity"": ""50-136 pax"", ""price"": ""From $35/pax""}, {""name"": ""With Solemnisation Area"", ""capacity"": ""50-72 pax"", ""price"": ""From $35/pax""}]"
recVjCzbZmpmP3mnr,The Grassroots Club,https://www.bridely.sg/venue/the-grassroots-club/r/recVjCzbZmpmP3mnr,Ang Mo Kio,4.5,4.4,,5,8,Country Club,"From $20,500",200-400 pax,"[{""name"": ""Ballroom (Express package)"", ""capacity"": ""200-400 pax"", ""price"": ""From $20,500""}]"
recmf9GCsPVpM0kDz,Botanico At The Summerhouse (Formerly at The Garage),https://www.bridely.sg/venue/botanico-at-the-summerhouse-formerly-at-the-garage/r/recmf9GCsPVpM0kDz,Seletar,3.9,4.2,3.8,4,25,Restaurant,From $153/pax,1-180 pax,"[{""name"": ""Botanico Level 2"", ""capacity"": ""1-180 pax"", ""price"": ""From $153/pax""}, {""name"": ""Courtyard"", ""capacity"": ""1-80 pax"", ""price"": ""From $153/pax""}, {""name"": ""Garden Solemnisation"", ""capacity"": ""1-50 pax"", ""price"": ""From $153/pax""}]"
recdmn10fsbg02hM6,Candlenut,https://www.bridely.sg/venue/candlenut/r/recdmn10fsbg02hM6,Tanglin,4.8,,5,5,4,Restaurant,From $185/pax,1-94 pax,"[{""name"": ""Candlenut (pricing guide)"", ""capacity"": ""1-94 pax"", ""price"": ""From $185/pax""}, {""name"": ""Main Dining Area"", ""capacity"": ""1-96 pax"", ""price"": """"}, {""name"": ""Section B"", ""capacity"": ""1-50 pax"", ""price"": ""From $6,500""}, {""name"": ""Section A"", ""capacity"": ""1-30 pax"", ""price"": ""From $3,500""}, {""name"": ""Private Dining Room (min spend; Event Deck)"", ""capacity"": ""1-10 pax"", ""price"": ""From $500""}]"
recGpM8sl3i7wdWtB,ION Sky,https://www.bridely.sg/venue/ion-sky/r/recGpM8sl3i7wdWtB,Central Area,4.8,4.8,,5,4,Event Hall,From $176/pax,1-238 pax,"[{""name"": ""1-Atico (overall venue)"", ""capacity"": ""1-238 pax"", ""price"": ""From $176/pax""}, {""name"": ""FIRE Restaurant"", ""capacity"": ""1-200 pax"", ""price"": """"}, {""name"": ""FLNT Restaurant & Bar"", ""capacity"": ""1-150 pax"", ""price"": """"}]"
reccEAXPa7cj34lTa,Mercure Singapore Bugis,https://www.bridely.sg/venue/mercure-singapore-bugis/r/reccEAXPa7cj34lTa,Bras Basah,4.8,4.5,5,3,4,"Hotel, Ballroom, Indoor",From $152/pax,30-120 pax,"[{""name"": ""Ballroom"", ""capacity"": ""30-120 pax"", ""price"": ""From $152/pax""}]"
rec2o9vNM97x9KgzL,Min Jiang at Dempsey,https://www.bridely.sg/venue/min-jiang-at-dempsey/r/rec2o9vNM97x9KgzL,Tanglin,4.1,4.2,4.2,4.4,18,"Restaurant, Garden & Greenery, Glasshouse, Indoor","From $31,040",1-170 pax,"[{""name"": ""Main Dining Hall + Dining Room"", ""capacity"": ""1-170 pax"", ""price"": ""From $31,040""}, {""name"": ""Main Dining Hall"", ""capacity"": ""1-110 pax"", ""price"": ""From $19,050""}]"
recHKJ8g7S2vgvmCe,Alma by Juan Amador,https://www.bridely.sg/venue/alma-by-juan-amador/r/recHKJ8g7S2vgvmCe,Central Area,5,5,5,5,2,Restaurant,From $180/pax,30-80 pax,"[{""name"": ""Restaurant"", ""capacity"": ""30-80 pax"", ""price"": ""From $180/pax""}]"
recTynGv6rqeEvtPS,Arpanam,https://www.bridely.sg/venue/arpanam/r/recTynGv6rqeEvtPS,Kallang,5,,5,5,2,Event Hall,From $30/pax,,"[{""name"": ""Restaurant"", ""capacity"": """", ""price"": ""From $30/pax""}]"
rec8xJSyBjJtz40ap,Fort Canning Green,https://www.bridely.sg/venue/fort-canning-green/r/rec8xJSyBjJtz40ap,Central Area,5,5,,,2,Event Hall,"From $1,500",,"[{""name"": ""Outdoor Lawn"", ""capacity"": """", ""price"": ""From $1,500""}]"
recHImSsUINgV5fjB,HIGHfive,https://www.bridely.sg/venue/highfive/r/recHImSsUINgV5fjB,Kallang,5,5,,,2,Event Hall,"From $1,200",80-120 pax,"[{""name"": ""Event Space"", ""capacity"": ""80-120 pax"", ""price"": ""From $1,200""}]"
recXKWo4ND5I4I1y4,Oasia Hotel Downtown,https://www.bridely.sg/venue/oasia-hotel-downtown/r/recXKWo4ND5I4I1y4,Tanjong Pagar,5,4.5,4.5,4,2,"Hotel, Garden & Greenery, Indoor, Outdoor",From $188/pax,30-60 pax,"[{""name"": ""Retreat Room + Sky Terrace"", ""capacity"": ""30-60 pax"", ""price"": ""From $188/pax""}]"
rec7whqAq0wT5ISnB,Park Avenue Convention Centre,https://www.bridely.sg/venue/park-avenue-convention-centre/r/rec7whqAq0wT5ISnB,Tampines,5,5,,,2,Event Hall,From $108/pax,175-300 pax,"[{""name"": ""Main Hall"", ""capacity"": ""175-300 pax"", ""price"": ""From $108/pax""}]"
rechrl5xcprrNlcE4,SAILUXO Yacht Club,https://www.bridely.sg/venue/sailuxo-yacht-club/r/rechrl5xcprrNlcE4,Tanjong Pagar,5,5,,,2,Country Club,From $580/pax,10-10 pax,"[{""name"": ""Platinum (Private Yacht)"", ""capacity"": ""10-10 pax"", ""price"": ""From $580/pax""}, {""name"": ""Diamond (Private Yacht)"", ""capacity"": ""20-20 pax"", ""price"": ""From $590/pax""}]"
recDoffEI8F40Vlop,Sentosa Golf Club,https://www.bridely.sg/venue/sentosa-golf-club/r/recDoffEI8F40Vlop,Southern Islands,5,5,,5,2,Event Hall,From $139/pax,150-330 pax,"[{""name"": ""Grand Salon"", ""capacity"": ""150-330 pax"", ""price"": ""From $139/pax""}, {""name"": ""Sentosa Pavilion"", ""capacity"": ""100-200 pax"", ""price"": ""From $139/pax""}, {""name"": ""Clubhouse Level 3"", ""capacity"": """", ""price"": ""From $8,000""}, {""name"": ""The Pyramid"", ""capacity"": """", ""price"": ""From $10,888""}]"
rec7bVEqoTABLB6QX,Summer Palace,https://www.bridely.sg/venue/summer-palace/r/rec7bVEqoTABLB6QX,Central Area,5,5,5,5,2,Restaurant,From $200/pax,100-100 pax,"[{""name"": ""Paterson Room"", ""capacity"": ""100-100 pax"", ""price"": ""From $200/pax""}]"
recUA0P4TEk3edklW,The Capitol Kempinski Hotel Singapore,https://www.bridely.sg/venue/the-capitol-kempinski-hotel-singapore/r/recUA0P4TEk3edklW,Central Area,5,5,5,5,2,"Hotel, Chinese, Western, Colonial/Historical, Garden & Greenery, Glasshouse, Indoor",From $309/pax,80-200 pax,"[{""name"": ""Capitol Bistro. Bar. Patisserie"", ""capacity"": ""80-200 pax"", ""price"": ""From $309/pax""}, {""name"": ""The Atelier"", ""capacity"": ""80-110 pax"", ""price"": ""From $346/pax""}, {""name"": ""15 Stamford Restaurant"", ""capacity"": ""80-118 pax"", ""price"": ""From $369/pax""}, {""name"": ""Capitol Theatre"", ""capacity"": ""200-300 pax"", ""price"": ""From $465/pax""}]"
