address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
Blk D River Valley #01-05 Clarke Quay,Singapore City Centre,100,160,"[1, 2, 14, 20, 8, 1000, 1001]",Singapore,Middle Eastern,False,1.2899489134902,103.84571247828,,200 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:30""}]",179023,S$35,per person,3500,per session,per session,0,1,442,0,"[5, 6, 12, 27]",107872,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/107872/grand-konak-turkish-and-lebanese-restaurants/entire-venue,64034,Grand Konak Turkish and Lebanese Restaurants,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/64034/grand-konak-turkish-and-lebanese-restaurants
333 New Bridge Road #01-01 Dorsett Singapore,Tanjong Pagar,82,0,"[8, 1000, 1001]",Singapore,,False,1.2796464,103.8400603,,50 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:00""}]",088765,S$48,per person,4800,per session,per session,0,0,0,0,"[5, 6, 7, 12]",115887,Dining Area,Function Room,https://www.tagvenue.com/sg/rooms/singapore/115887/lucent-dining/dining-area,68217,Lucent Dining,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/68217/lucent-dining-2
36H Dunearn Road #02-45,Moulmein,30,0,"[1, 7, 9, 16, 19, 21, 8]",Singapore,Singaporean,False,1.3173957232831,103.83615262619,,450 m,Newton MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""11:00"", ""closes"": ""14:00""}]",309433,S$300,hire fee,-1,NULL,per hour,0,0,0,0,"[3, 5, 6, 7, 12, 17, 20]",113948,Dining Hall,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/113948/pastaro/dining-hall,67230,Pastaro,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/67230/pastaro
10 Artillery Avenue #02-01 Palawan Ridge,Sentosa,200,200,"[1, 7, 8, 1001]",Sentosa Island,Asian,False,1.2524119594966,103.82019628617,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",099951,S$98,per person,9800,per morning,per morning,0,1,38,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20, 25, 26]",108287,Village Square,Event Space,https://www.tagvenue.com/sg/rooms/sentosa-island/108287/the-village-hotel-sentosa/village-square,64283,The Village Hotel Sentosa,Private space,Hotel,https://www.tagvenue.com/sg/venues/sentosa-island/64283/the-village-hotel-sentosa
382 Havelock Road ,Robertson Quay,70,90,"[1, 8, 1000, 1001]",Singapore,,False,1.2894569985326,103.83686184883,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""00:00""}]",169629,S$65,per person,6500,per afternoon,per afternoon,4,0.8515,91,1,"[5, 6, 7, 12]",17474,Indoor Area,Event Space,https://www.tagvenue.com/sg/rooms/singapore/17474/the-best-brew/indoor-area,7269,The Best Brew,Semi-private area,Bar,https://www.tagvenue.com/sg/venues/singapore/7269/the-best-brew
"11 Jalan Ubi Block 5, Kembangan Chai Chee Community Hub",Geylang East,48,70,"[17, 1000, 1001, 1]",Singapore,,False,1.3177004,103.8998538,,450 m,Eunos MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",409074,S$80,hire fee,-1,NULL,per hour,5,1,106,4,"[5, 7, 8, 9, 10, 12, 16, 17, 21, 22]",60708,The Serenity Room,Training Room,https://www.tagvenue.com/sg/rooms/singapore/60708/we-care-training-and-events-space/the-serenity-room,29913,We Care Training and Events Space,Private space,Community Centre,https://www.tagvenue.com/sg/venues/singapore/29913/we-care-training-and-events-space
40 Kim Keat Road ,Balestier,30,40,"[1, 20, 8, 1000, 1001]",Singapore,Singaporean,False,1.32472,103.8534904,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""12:00"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",328815,S$150,hire fee,2800,per session,per session,0,0,0,0,"[5, 7, 9, 17, 18]",114007,Creative Cafe Space,Cafe,https://www.tagvenue.com/sg/rooms/singapore/114007/ralovs-cafe/creative-cafe-space,67267,RALOVS Cafe,Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/67267/ralovs-cafe
104 Amoy Street ,Chinatown,45,65,"[1, 8, 1000, 1001]",Singapore,,False,1.2817752,103.8473774,,100 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""11:30"", ""closes"": ""22:00""}]",069924,S$5000,minimum spend,-1,NULL,per session,0,0,0,0,"[5, 7, 12, 17]",93451,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/93451/hayop/entire-venue,55789,Hayop,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/55789/hayop
451 Joo Chiat Road #01-04,Katong,44,50,"[1, 7, 8, 1001]",Singapore,European,False,1.3069216,103.9045661,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""07:30"", ""closes"": ""21:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""07:30"", ""closes"": ""21:00""}]",427664,S$2500,minimum spend,-1,NULL,per morning,0,1,48,0,"[3, 5, 7, 9, 12, 17, 20]",94323,Main Dining Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/94323/little-farms-bistro-at-katong-point/main-dining-area,56360,Little Farms Bistro at Katong Point,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/56360/little-farms-bistro-at-katong-point
125 Pasir Ris Road ,Pasir Ris Park,500,600,"[7, 16, 8, 1000, 1001]",Singapore,,False,1.3861040647182,103.94158304114,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",519121,S$1090,hire fee,-1,NULL,per day,0,0.5,180,0,"[6, 16, 17, 18, 19, 20]",115163,TSC - Central Green,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/115163/tee-side-chalet/tsc-central-green,67865,Tee Side Chalet,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/67865/tee-side-chalet
35A Keong Saik Road ,Tanjong Pagar,50,50,"[1, 7, 15, 20, 8, 1000, 1001]",Singapore,Italian,False,1.2801509,103.8414587,,200 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",089142,S$1250,minimum spend,-1,NULL,per session,0,0,0,0,"[3, 5, 7, 12, 17, 19]",117200,Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/117200/acqua-e-farina-keong-saik/restaurant,68560,Acqua e Farina - Keong Saik,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/68560/acqua-e-farina-keong-saik
"1 Paya Lebar Link, #01-08 Paya Lebar Quarters PLQ Mall",Geylang East,128,180,"[1, 8, 1000, 1001]",Singapore,Asian,False,1.3175318,103.8936912,,100 m,Paya Lebar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""01:00""}]",408533,S$50,per person,5000,per session,per session,0,1,616,0,"[5, 6, 7, 8, 12, 17, 20]",110274,Whole Venue,Pub,https://www.tagvenue.com/sg/rooms/singapore/110274/tipsy-bird/whole-venue,65404,Tipsy Bird,Whole venue,Pub,https://www.tagvenue.com/sg/venues/singapore/65404/tipsy-bird-3
130 Beach Road Guoco Midtwon #01-15,Bugis,90,110,"[1, 9, 10, 14, 15, 20, 21, 22, 8, 1000, 1001]",Singapore,Indian,False,1.2975739913226,103.85794665615,,250 m,Bugis MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""15:00"", ""closes"": ""18:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""23:00""}]",189774,S$30,per person,3000,per afternoon,per afternoon,0,0.9545,204,0,"[5, 6, 7, 9, 10, 11, 12, 17, 18, 19]",65939,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/65939/british-indian-curry-hut/entire-restaurant,34193,British Indian Curry Hut,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/34193/british-indian-curry-hut
250 Orchard Road Design Orchard 03-01,Somerset,100,100,"[1, 9, 10, 17, 20, 21, 8, 1000, 1001]",Singapore,European,False,1.302084,103.8377866,,250 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Sunday""], ""opens"": ""16:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",238905,S$4000,minimum spend,-1,NULL,per day,0,0.9667,432,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 25, 26, 27]",104392,Third Floor Social,Cocktail Bar,https://www.tagvenue.com/sg/rooms/singapore/104392/third-floor/third-floor-social,62008,Third Floor,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/62008/third-floor
30 Maxwell Road ,Tanjong Pagar,90,0,"[1, 16, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.2778266,103.8453449,,150 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",069114,S$8000,minimum spend,-1,NULL,per session,0,1,96,0,"[5, 12, 17, 18]",103758,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/103758/mansion-7-cantonese-cuisine/entire-venue,61493,Mansion 7 Cantonese Cuisine,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/61493/mansion-7-cantonese-cuisine
83 Neil Road 01-08,Tanjong Pagar,16,45,"[1, 2, 7, 14, 15, 20, 8, 1001]",Singapore,Latin American,False,1.2787792937156,103.84205082394,,300 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Saturday""], ""opens"": ""18:30"", ""closes"": ""22:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",089813,S$5500,minimum spend,-1,NULL,per afternoon,0,0.5,0,0,"[5, 6, 7, 12, 16, 17, 18, 19, 25, 26]",104211,The Restaurant,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/104211/araya/the-restaurant,61902,Araya,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/61902/araya
62 Boat Quay ,Singapore City Centre,40,64,"[1, 8, 1000, 1001]",Singapore,Chinese,False,1.2875423,103.8492294,,300 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""04:00""}]",049850,S$80,hire fee,-1,NULL,per session,0,1,0,0,[6],107798,Outdoor Area,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/107798/marina-sea-food-house/outdoor-area,63972,Marina Sea Food House 玛丽娜海鲜餐厅,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/63972/marina-sea-food-house
491 River Valley Road #01-24,Chatsworth,40,50,"[1, 3, 7, 14, 15, 20, 8, 1001]",Singapore,European,False,1.2928755,103.827015,,750 m,Tiong Bahru MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""07:30"", ""closes"": ""21:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""07:30"", ""closes"": ""22:00""}]",248371,S$2000,minimum spend,-1,NULL,per morning,0,1,316,0,"[3, 5, 6, 7, 9, 12, 17]",94319,Main Dining Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/94319/little-farms-cafe-at-valley-point/main-dining-area,56359,Little Farms Café at Valley Point,Semi-private area,Cafe,https://www.tagvenue.com/sg/venues/singapore/56359/little-farms-cafe-at-valley-point
5 Changi Business Park Central 1 #01:72/73,Xilin,100,100,"[1, 14, 15, 17, 20, 8, 1000, 1001]",Singapore,Italian,False,1.3335588,103.9633703,,250 m,Expo MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""17:00"", ""closes"": ""21:00""}]",486038,S$3000,minimum spend,-1,NULL,per evening,0,1,335,0,"[3, 5, 6, 7, 8, 9, 12, 18]",99598,Front Dining (Main Area),Dining Room,https://www.tagvenue.com/sg/rooms/singapore/99598/blvd-at-changi/front-dining-main-area,59286,BLVD @ Changi,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/59286/blvd-at-changi
4A Jalan Klapa ,Kampong Glam,25,35,"[9, 10, 16, 18, 21, 1000, 1001]",Singapore,,True,1.3041615,103.8599587,,500 m,Lavender MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",199316,S$150,hire fee,-1,NULL,per hour,5,0.9886,55,7,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 24]",106715,Whole Space booking,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/106715/meownistry-of-meow-cat-friendly-co-working/whole-space-booking,62337,Meownistry of Meow | Cat-friendly co-working,Whole venue,Coworking Space,https://www.tagvenue.com/sg/venues/singapore/62337/meownistry-of-meow-cat-friendly-co-working
1382 Ang Mo Kio Avenue 1 Bishan Park 2,Townsville,250,350,"[1, 2, 7, 9, 10, 14, 15, 17, 20, 21, 22, 8, 1001]",Singapore,,False,1.3624521921849,103.84744397739,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:30""}]",569931,S$9000,minimum spend,5000,per session,per session,5,0.8618,765,1,"[3, 5, 6, 7, 8, 9, 12, 16, 17, 18, 19]",78316,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/78316/palm-garden/entire-restaurant,46099,Palm Garden,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/46099/palm-garden
9 North Buona Vista Drive #02-02,One North,100,120,"[1, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.3060240597928,103.79127507262,,100 m,Buona Vista MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",138588,S$1118,minimum spend,-1,NULL,per session,0,1,23,0,"[5, 6, 7, 8, 12, 17]",92099,Main Dining Hall,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/92099/peach-garden-at-the-metropolis/main-dining-hall,55041,Peach Garden @ The Metropolis,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/55041/peach-garden-at-the-metropolis
41 Hongkong Street ,Singapore City Centre,45,72,"[1, 20, 8, 1000, 1001]",Singapore,Asian,False,1.2873696,103.847522,,150 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""21:00""}]",059680,S$1635,minimum spend,-1,NULL,per session,0,1,97,0,"[6, 7]",111777,Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/111777/city-peramakan/restaurant,66145,City PeraMakan,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/66145/city-peramakan
2 Gunner Lane ,Sentosa,400,0,"[1, 7, 9, 10, 17, 21, 8, 1001]",Singapore,Asian,False,1.251962371073,103.82092746257,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",099567,S$128000,minimum spend,-1,NULL,per session,0,0,0,0,"[3, 5, 6, 9, 12, 17, 18, 20, 25]",108364,Barracks Lawn,Garden,https://www.tagvenue.com/sg/rooms/singapore/108364/the-barracks-hotel-sentosa/barracks-lawn,64369,The Barracks Hotel Sentosa,Semi-private area,Hotel,https://www.tagvenue.com/sg/venues/singapore/64369/the-barracks-hotel-sentosa
73 Sultan Gate ,Kampong Glam,150,150,"[1, 2, 8, 1000, 1001]",Singapore,Asian,False,1.3023199758122,103.86022029021,,450 m,Nicoll Highway MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:30""}]",198497,S$58,per person,5800,per session,per session,5,0.9139,168,3,"[3, 6, 12, 17, 18]",30235,Wedding Room,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/30235/gedung-kuning/wedding-room,14368,Gedung Kuning,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/14368/gedung-kuning
2 Cook Street ,Tanjong Pagar,50,65,"[1, 7, 14, 15, 8, 1001]",Singapore,,False,1.2785327,103.8445376,,250 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""07:00"", ""closes"": ""21:00""}]",078857,S$1000,minimum spend,15000,per session,per session,5,0.7086,395,2,"[5, 7]",37014,Cultivate Cafe,Cafe,https://www.tagvenue.com/sg/rooms/singapore/37014/maxwell-reserve-autograph-collection/cultivate-cafe,17530,"Maxwell Reserve, Autograph Collection",Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/17530/maxwell-reserve-autograph-collection
1 Beach Road ,Bugis,60,96,"[1, 14, 15, 20, 8, 1000, 1001]",Singapore,Indian,False,1.29481,103.8545,,200 m,Esplanade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""21:00""}]",189673,S$30000,minimum spend,-1,NULL,per session,0,1,105,0,"[5, 6, 12, 16, 17, 18]",107994,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/107994/tiffin-room/entire-venue,64121,Tiffin Room,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/64121/tiffin-room
11 Kent Ridge Drive #01-02,National University of S'pore,70,80,"[1, 20, 1000, 1001]",Singapore,Australian,False,1.2931828,103.7736341,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""08:00"", ""closes"": ""16:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""09:00"", ""closes"": ""16:00""}]",119244,S$50,per person,5000,per session,per session,0,0,0,0,"[5, 6, 7, 12, 16, 17, 18]",116816,Entire Venue,Cafe,https://www.tagvenue.com/sg/rooms/singapore/116816/old-hen-coffee/entire-venue,68729,Old Hen Coffee,Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/68729/old-hen-coffee
20 Kallang Avenue Pico Creative Centre,Kallang Bahru,140,180,"[7, 16, 1000, 1001]",Singapore,,False,1.3096883,103.8650884,,350 m,Lavender MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",339411,S$200,hire fee,-1,NULL,per hour,5,0.933,154,3,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 17, 18, 19, 27]",99875,Pico Event Halls,Hall,https://www.tagvenue.com/sg/rooms/singapore/99875/pico/pico-event-halls,59435,Pico,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/59435/pico
428 River Valley Road #01-04 Loft@Nathan,Chatsworth,18,25,"[1, 7, 9, 8, 1001]",Singapore,Italian,False,1.2945057,103.8276359,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""18:00"", ""closes"": ""22:00""}]",248327,S$1500,minimum spend,-1,NULL,per session,5,1,12,1,"[5, 7, 17, 27]",56495,Private Dining Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/56495/8picure/private-dining-room,27603,8picure,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/27603/8picure
69 Tras Street ,Tanjong Pagar,55,90,"[1, 8, 1000, 1001]",Singapore,European,False,1.2775973,103.8444653,,200 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""00:00""}]",079008,S$2500,minimum spend,-1,NULL,per day,0,1,316,0,"[6, 7, 12, 17, 18]",98657,Entire Venue,Bar,https://www.tagvenue.com/sg/rooms/singapore/98657/madame/entire-venue,58585,Madame,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58585/madame
