url,venue_id,name,type,description,capacity,phone,email,website,address,rating,review_count,price_range,instagram,facebook,amenities,venue_type,indoor_outdoor,package_info
https://www.bridely.sg/venue/atlas/r/rec2VYwA8INX8pqp0,rec2VYwA8INX8pqp0,,venue,,,,,,,,,,,,[],,,
https://www.bridely.sg/venue/violet-oon-jewel/r/recPFXxTza841slC5,recPFXxTza841slC5,,venue,,,,,,,,,,,,[],,,
https://www.bridely.sg/venue/one15-marina-sentosa-cove/r/reckFKpGxKimYGYOq,reckFKpGxKimYGYOq,,venue,,,,,,,,,,,,[],,,
https://www.bridely.sg/venue/the-social-affinity/r/recxmucNaMYr8xh9q,recxmucNaMYr8xh9q,,venue,,,,,,,,,,,,[],,,
https://www.bridely.sg/venue/the-common-good/r/recNPkA7GgbiQLbAx,recNPkA7GgbiQLbAx,,venue,,,,,,,,,,,,[],,,
