url,brochure_id,venue_name,type,download_link,description
https://www.bridely.sg/venue-brochures/highfive/r/recHImSsUINgV5fjB,recHImSsUINgV5fjB,,brochure,,
https://www.bridely.sg/venue-brochures/si-chuan-dou-hua-restaurant-beach-road/r/recpchlyo5QV8gm7b,recpchlyo5QV8gm7b,,brochure,,
https://www.bridely.sg/venue-brochures/royal-albatross-luxury-tall-ship/r/recHxBtYUfvzJxJia,recHxBtYUfvzJxJia,,brochure,,
https://www.bridely.sg/venue-brochures/singapore-island-country-club-island-location/r/recoJlp8m6A6Do7EY,recoJlp8m6A6Do7EY,,brochure,,
https://www.bridely.sg/venue-brochures/singapore-marriott-tang-plaza-hotel/r/recITWukbNkhbbWxF,recITWukbNkhbbWxF,,brochure,,
