id,name,slug,vendorType,state,city,address,postCode,capacityMin,capacityMax,packagePrice,packageGuestMin,packageGuestMax
e52f666f-c6c1-4d0f-81f0-37c10c9a54f4,Sentul Pavilion KL,sentul-pavilion-kl,venue,Kuala Lumpur,Kuala Lumpur,"Jalan Strachan, Sentul West, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51100,1,300,0,80,300
3fc9ad2b-91e6-4d98-8596-bef8828ee032,Epitro House,epitro-house,venue,Selangor,Petaling Jaya,"19, Jln 14/29, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",46100,1,50,1200,1,50
ad072a4e-0346-4def-a12c-74e71edf9ea6,Grand Hyatt Kuala Lumpur,grand-hyatt-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"12, Jalan Pinang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450,200,700,393,200,700
5764534f-6443-4c1b-b013-6fcdf5ead301,The Majestic Hotel Kuala Lumpur,the-majestic-hotel-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"5, Jalan Sultan Hishamuddin, Tasik Perdana, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470,50,1200,250,80,200
44d81001-d976-48c5-8e22-aef943a1ce35,Hilton Kuala Lumpur,hilton-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"3, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470,10,1100,428,300,1000
88470d0c-f7ac-4eb6-9e7f-d32826a120ab,The Saujana Hotel Kuala Lumpur,the-saujana-hotel-kuala-lumpur,venue,Selangor,Shah Alam,"Jalan Lapangan Terbang Subang, Saujana, 40150 Shah Alam, Selangor, Malaysia",40150,120,300,238,200,300
0472d052-6ad9-4a7b-975d-057c8f83c4f8,Pavilion Hotel Kuala Lumpur,pavilion-hotel-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"170, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100,10,300,3888,200,300
40f5351b-b9a8-4039-8c87-97d8c6047e4c,The St. Regis Kuala Lumpur,the-st-regis-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"6, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470,150,650,528,300,650
c14898c5-3e19-4192-93ce-7048b82338ca,Le Meridien Kuala Lumpur,le-meridien-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"2, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470,80,300,369,250,600
6efec416-4baa-4b00-894b-db73effb4d58,JW Marriott Hotel Kuala Lumpur,jw-marriott-hotel-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"183, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100,150,700,288,250,700
65e20398-a534-4cd3-9b9e-36d0cd0a591d,The Ruma Hotel and Residences,the-ruma-hotel-and-residences,venue,Kuala Lumpur,Kuala Lumpur,"7, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450,70,90,528,70,90
c92cb098-e6f5-43b4-b5c8-d1f035a7a328,EQ Kuala Lumpur,eq-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"EQ, Equatorial Plaza, Jln Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250,100,450,389,300,450
9a915b68-0b63-4bb7-83a4-f8641fdb7ba8,Sheraton Petaling Jaya Hotel,sheraton-petaling-jaya-hotel,venue,Selangor,Petaling Jaya,"Lorong Utara C, Pjs 52, 46200 Petaling Jaya, Selangor, Malaysia",46200,200,1000,322,250,750
8d9a86e7-8ccc-4b11-b5ac-12873a699274,Sunway Resort Hotel,sunway-resort-hotel,venue,Selangor,Petaling Jaya,"1, Persiaran Lagoon, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",47500,,,,,
3ae5cdef-f2f1-4ec7-a83e-2cb752e478b9,Metal Bees,metal-bees,venue,Selangor,Petaling Jaya,"33, Jalan PJU 3/48, Sunway Damansara Technology, Sunway Damansara, 47810 Petaling Jaya, Selangor, Malaysia",47810,0,300,25000,150,250
127a6e35-8fef-4f9d-9301-3526a71b26b5,W Kuala Lumpur,w-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"121, Jln Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450,20,500,458,150,500
70b207c9-d215-480f-90e7-93267e14ee6e,Four Seasons Hotel Kuala Lumpur,four-seasons-hotel-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"145, Jln Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450,100,400,488,300,450
e0044fd0-9cec-44aa-89b8-eb8d34c564b0,Shangri-La Kuala Lumpur,shangri-la-kuala-lumpur,venue,Kuala Lumpur,Kuala Lumpur,"11, Jln Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250,50,1800,389,100,1800
