dinner_price,lunch_price,name,price_lists,profile_url,rating,tables_max,tables_min,tables_range
$2024–$2254Mon - Thu$2024–$2254Friday$2144–$2254Sat - Sun,$2024–$2254Mon - Sun,Crowne Plaza Changi Airport,"[""https://www.blissfulbrides.sg/banquet/crowne-plaza-changi-airport/wedding-banquet-price-list/2025-wedding-package-chengal-ballroom-and-camilla-room-.pdf"", ""https://www.blissfulbrides.sg/banquet/crowne-plaza-changi-airport/wedding-banquet-price-list/2026-wedding-package-chengal-ballroom-and-camilla-room-.pdf""]",https://www.blissfulbrides.sg/detail/357/crowne-plaza-changi-airport,5,30,18,18 - 30Mon - Sun
$1460 - $2088Mon - Sun,$1460 - $2088Mon - Sun,Dusit Thani Laguna Singapore,"[""https://www.blissfulbrides.sg/banquet/dusit-thani-laguna-singapore/wedding-banquet-price-list/dusit-thani-laguna-singapore-property-fact-sheet_jun-2025.pdf""]",https://www.blissfulbrides.sg/detail/810/dusit-thani-laguna-singapore,5,38,3,3 - 38Mon - Sun
$2312–$2743Mon - Sun,$2192–$2384Mon - Sun,Fairmont Singapore & Swissôtel The Stamford,"[""https://www.blissfulbrides.sg/banquet/fairmont-singapore-swiss-tel-the-stamford/wedding-banquet-price-list/skai-suites-wedding-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/fairmont-singapore-swiss-tel-the-stamford/wedding-banquet-price-list/rccc-wedding-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/fairmont-singapore-swiss-tel-the-stamford/wedding-banquet-price-list/skai-suites-wedding-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/fairmont-singapore-swiss-tel-the-stamford/wedding-banquet-price-list/rccc-wedding-2025.pdf""]",https://www.blissfulbrides.sg/detail/390/fairmont-singapore-swiss--tel-the-stamford,5,150,12,12 - 150Mon - Sun
$158++ per personMon - Sun,$108++ per personMon - Sun,Forlino,"[""https://www.blissfulbrides.sg/banquet/forlino/wedding-banquet-price-list/forlino-wine-bar-list.pdf"", ""https://www.blissfulbrides.sg/banquet/forlino/wedding-banquet-price-list/forlino-wedding-kit.pdf"", ""https://www.blissfulbrides.sg/banquet/forlino/wedding-banquet-price-list/forlino-set-menu.pdf"", ""https://www.blissfulbrides.sg/banquet/forlino/wedding-banquet-price-list/forlino-venue-kit.pdf""]",https://www.blissfulbrides.sg/detail/108/forlino,5,9,5,5 - 9Mon - Sun
$1724–$1844Mon - Thu$1664–$1904Fri - Sun,$1604–$1844Mon - Thu$1664–$1904Fri - Sun,"Four Points by Sheraton Singapore, Riverview","[""https://www.blissfulbrides.sg/banquet/four-points-by-sheraton-singapore-riverview/wedding-banquet-price-list/wedding-brochure-2025-26.pdf""]",https://www.blissfulbrides.sg/detail/190/four-points-by-sheraton-singapore--riverview,5,25,6,6 - 25Mon - Sun
$947-$1541Mon - Thu$1022-$1616Fri - Sun,$947-$1541Mon - Thu$1022-$1616Fri - Sun,Fu Lin Men,"[""https://www.blissfulbrides.sg/banquet/fu-lin-men/wedding-banquet-price-list/queens-nsrcc-promo-1-.pdf"", ""https://www.blissfulbrides.sg/banquet/fu-lin-men/wedding-banquet-price-list/hotel-re-src-csc-promo-1-.pdf""]",https://www.blissfulbrides.sg/detail/612/fu-lin-men,4.8,36,15,15 - 36Mon - Sun
$1544–$1544Mon - Fri$$1568–$1568Saturday$$1544–$1544Sunday,$1448–$1448Mon - Sun,"Furama City Centre, Singapore",,https://www.blissfulbrides.sg/detail/392/furama-city-centre--singapore,5,50,14,14 - 50Mon - Sun
$1506 - $1661 ++Sun - Fri$1530 - 1744 ++Saturday$1506 - 1661 ++Sunday,$1388 - $1578 ++Mon - Sun,Furama RiverFront,"[""https://www.blissfulbrides.sg/banquet/furama-riverfront/wedding-banquet-price-list/wedding-show-frf_2022.pdf"", ""https://www.blissfulbrides.sg/banquet/furama-riverfront/wedding-banquet-price-list/frf_wedding-show_limited-time-offer2.pdf"", ""https://www.blissfulbrides.sg/banquet/furama-riverfront/wedding-banquet-price-list/promotion-chinese-wedding-package-2021-frf-.pdf"", ""https://www.blissfulbrides.sg/banquet/furama-riverfront/wedding-banquet-price-list/furama-riverfront-solemnisation-package-2021-2022.pdf""]",https://www.blissfulbrides.sg/detail/402/furama-riverfront,5,55,10,10 - 55Mon - Sun
$1424–$1424Mon - Thu$1544–$1544Fri - Sun,$1424–$1424Mon - Thu$1544–$1544Fri - Sun,Genting Hotel Jurong,"[""https://www.blissfulbrides.sg/banquet/genting-hotel-jurong/wedding-banquet-price-list/wedding-packages-2023-2024.pdf""]",https://www.blissfulbrides.sg/detail/520/genting-hotel-jurong,5,33,15,15 - 33Mon - Sun
$2168–$2288Mon - Thu$2288–$2743Fri - Sun,$2168–$2288Mon - Sun,Grand Copthorne Waterfront Hotel Singapore,"[""https://www.blissfulbrides.sg/banquet/grand-copthorne-waterfront-hotel/wedding-banquet-price-list/intimate-wedding-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/grand-copthorne-waterfront-hotel/wedding-banquet-price-list/wedding-package-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/grand-copthorne-waterfront-hotel-singapore/wedding-banquet-price-list/grand-copthorne-waterfront-hotel-intimate-wedding-packages-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/grand-copthorne-waterfront-hotel-singapore/wedding-banquet-price-list/grand-copthorne-waterfront-hotel-singapore-main-wedding-packages-2025.pdf""]",https://www.blissfulbrides.sg/detail/54/grand-copthorne-waterfront-hotel-singapore,5,65,10,10 - 65Mon - Sun
$1894–$2134Mon - Sun,$1894–$2134Mon - Sun,Grand Park City Hall,"[""https://www.blissfulbrides.sg/banquet/grand-park-city-hall/wedding-banquet-price-list/gpch-suite-solemnisation-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/grand-park-city-hall/wedding-banquet-price-list/grand-park-city-hall-wedding-package-2025.pdf""]",https://www.blissfulbrides.sg/detail/1170/grand-park-city-hall,0,9,3,3 - 9Mon - Sun
$2024–$2024Mon - Sun,$2384–$2384Mon - Sun,Hilton Singapore Orchard,"[""https://www.blissfulbrides.sg/banquet/hilton-singapore-orchard/wedding-banquet-price-list/hilton-singapore-orchard-2025-2026-the-manor-weddings-packages.pdf"", ""https://www.blissfulbrides.sg/banquet/hilton-singapore-orchard/wedding-banquet-price-list/hilton-singapore-orchard-2025-2026-weddings-packages.pdf"", ""https://www.blissfulbrides.sg/banquet/hilton-singapore-orchard/wedding-banquet-price-list/hilton-singapore-orchard-solemnisation-2025-2026.pdf""]",https://www.blissfulbrides.sg/detail/1196/hilton-singapore-orchard,0,80,12,12 - 80Mon - Sun
$1065–$1065Mon - Fri$1305–$1305Sat - Sun,$1065–$1065Mon - Sun,Holiday Inn Express - Suites Singapore Novena,"[""https://www.blissfulbrides.sg/banquet//wedding-banquet-price-list/sinov-wedding-brochure-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-express-suites-singapore-novena/wedding-banquet-price-list/holiday-inn-express-suites-singapore-novena-promotion-2024-888-wedding-menu.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-express-suites-singapore-novena/wedding-banquet-price-list/holiday-inn-express-suites-singapore-novena-promotion-2024-2024-1088-wedding-menu.pdf""]",https://www.blissfulbrides.sg/detail/1212/holiday-inn-express-suites-singapore-novena,0,16,10,10 - 16Mon - Sun
$1638++Mon - Fri$1838++Sat - Sun,$1638++Mon - Sun,Holiday Inn Singapore Atrium,"[""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-atrium/wedding-banquet-price-list/solemnisation-brochure-2025-2026-with-menu-.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-atrium/wedding-banquet-price-list/malay-wedding-package-2025-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-atrium/wedding-banquet-price-list/indian-wedding-package-2025-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-atrium/wedding-banquet-price-list/chinese-wedding-package-2025-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-atrium/wedding-banquet-price-list/wedding-brochure-2025-2026-2027.pdf""]",https://www.blissfulbrides.sg/detail/575/holiday-inn-singapore-atrium,0,40,12,12 - 40Mon - Sun
$1438++Mon - Fri$1588 ++Sat - Sun,$1438++Mon - Sun,Holiday Inn Singapore Orchard City Centre,"[""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-joyful-wedding-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-truly-indian-wedding-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-blissful-wedding-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-truly-indian-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-blissful-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/holiday-inn-singapore-orchard-city-centre/wedding-banquet-price-list/stay-joyful_wedding-package-2026.pdf""]",https://www.blissfulbrides.sg/detail/333/holiday-inn-singapore-orchard-city-centre,5,35,10,10 - 35Mon - Sun
$2014–$2134Mon - Sun,$1775–$1894Mon - Sun,Hotel Fort Canning,,https://www.blissfulbrides.sg/detail/794/hotel-fort-canning,0,46,5,5 - 46Mon - Sun
$2014++Mon - Thu$2374++Friday$2863++Saturday$2623++Sunday,$2014++Mon - Fri$2623++Sat - Sun,InterContinental® Singapore,"[""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-solemnisation-at-the-library_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-boutique-wedding-at-bras-basah_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-saturday-dinner-package-oct-dec-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-solemnisation-dinner-at-presidential-suite.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-the-vault-wedding-package-july-2024-to-june-2025-.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-weekend-lunch-package-jan-dec-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-friday-dinner-package-jan-dec-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-sunday-dinner-package-jan-dec-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-saturday-dinner-package-jan-sep-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-2025-weekday-wedding-lunch-and-dinner-jan-dec-25-_updated.pdf"", ""https://www.blissfulbrides.sg/banquet/intercontinental-singapore/wedding-banquet-price-list/intercontinental-singapore-a-nupital-soiree.pdf""]",https://www.blissfulbrides.sg/detail/818/intercontinental-singapore,5,32,8,8 - 32Mon - Sun
$$88.00++ (Set Menu VivoCity)Mon - Sun$$148.00++ (Buffet Menu VivoCity)Mon - Sun$$118.00++ (Set Menu Forum Orchard)Mon - Sun$$138.00++ (Buffet Menu Forum Orchard)Mon - Sun,$$78.00++ (Set Menu VivoCity)Mon - Sun$$128.00++ (Buffet Menu VivoCity)Mon - Sun$$108.00++ (Set Menu Forum Orchard)Mon - Sun$$128.00++ (Buffet Menu Forum Orchard)Mon - Sun,Jamie's Italian Singapore,"[""https://www.blissfulbrides.sg/banquet/jamie-s-italian-singapore/wedding-banquet-price-list/ji-vivo-wedding-package-2019.pdf"", ""https://www.blissfulbrides.sg/banquet/jamie-s-italian-singapore/wedding-banquet-price-list/ji-forum-wedding-package-2019.pdf""]",https://www.blissfulbrides.sg/detail/738/jamie-s-italian-singapore,5,,,10pax - 180pax (VivoCity)Mon - Sun20pax - 110pax (Forum)Mon - Sun
$$1438-$1788Mon - Thu$$1588-$1788Fri - Sun,$$1438-$1788Mon - Sun,JEN Singapore Tanglin by Shangri-La,,https://www.blissfulbrides.sg/detail/513/jen-singapore-tanglin-by-shangri-la,5,28,10,10 - 28Mon - Sun
$2974 ++Mon - Thu$3093–$3093Friday$3213–$3213Saturday$3093–$3093Sunday,$2734 ++Mon - Fri$2854–$2854Sat - Sun,JW Marriott Singapore South Beach,"[""https://www.blissfulbrides.sg/banquet/jw-marriott-singapore-south-beach/wedding-banquet-price-list/jw-wedding-brochure-2021.pdf"", ""https://www.blissfulbrides.sg/banquet/jw-marriott-singapore-south-beach/wedding-banquet-price-list/jw-wedding-inserts-100-persons-.pdf""]",https://www.blissfulbrides.sg/detail/423/jw-marriott-singapore-south-beach,5,33,22,22 - 33Mon - Sun
$159++ p.p.Sat - Sun,$79++ p.p.Mon - Thu,Lawry's The Prime Rib Singapore,,https://www.blissfulbrides.sg/detail/578/lawry-s-the-prime-rib-singapore,0,32,8,8 - 32Mon - Sun
$1664–$1784Mon - Thu$1784–$1904Friday$1904–$2024Sat - Sun,$1544–$1664Mon - Thu$1664–$1784Friday$1784–$1904Sat - Sun,M Hotel Singapore,"[""https://www.blissfulbrides.sg/banquet/m-hotel-singapore/wedding-banquet-price-list/mhs-wedding-package-2025-2026.pdf""]",https://www.blissfulbrides.sg/detail/212/m-hotel-singapore,5,32,12,12 - 32Mon - Sun
$2623 ++Mon - Fri$2983 ++Saturday$2623 ++Sunday,$2384++Mon - Fri$2504 ++Saturday$2384 ++Sunday,"Mandarin Oriental, Singapore","[""https://www.blissfulbrides.sg/banquet//wedding-banquet-price-list/wedding-packages-mandarin-oriental-singapore.pdf""]",https://www.blissfulbrides.sg/detail/1199/mandarin-oriental--singapore-,0,35,10,10 - 35Mon - Sun
$100++ per personMon - Sun,$70++ per personMon - Sun,"Montigo Resorts, Nongsa","[""https://www.blissfulbrides.sg/banquet/montigo-resorts-nongsa/wedding-banquet-price-list/wedding-brochure-montigo-resorts.pdf""]",https://www.blissfulbrides.sg/detail/426/montigo-resorts--nongsa,5,15,5,5 - 15Mon - Sun
$1680Mon - Sun,$1480Mon - Sun,Mount Faber Peak,"[""https://www.blissfulbrides.sg/banquet/mount-faber-peak/wedding-banquet-price-list/2025-mount-faber-peak-wedding.pdf""]",https://www.blissfulbrides.sg/detail/306/mount-faber-peak,0,20,4,4 - 20Mon - Sun
$1308++Mon - Thu$1688++Fri - Sun,$1108++Mon - Thu$1488++Fri - Sun,Novotel Singapore on Stevens,"[""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/wedding-venue-only-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/food-exchange-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/solemnisation-x-l-aperitif-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/winestone-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/galactical-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/nova-wedding-package-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/novotel-singapore-on-stevens/wedding-banquet-price-list/constellation-wedding-package-2026.pdf""]",https://www.blissfulbrides.sg/detail/777/novotel-singapore-on-stevens,5,32,15,15 - 32Mon - Thu20 - 32Fri - Sun
$880Mon - Sun,$880Mon - Sun,"NTUC Club, Downtown East",,https://www.blissfulbrides.sg/detail/906/ntuc-club--downtown-east,5,,,30 -Mon - Sun
$2080++Mon - Sun,$1880++Mon - Sun,Oasia Hotel Downtown,,https://www.blissfulbrides.sg/detail/927/oasia-hotel-downtown,0,6,3,3 - 6Mon - Sun
$1980++Mon - Sun,$1880++Mon - Sun,Oasia Hotel Novena Singapore,,https://www.blissfulbrides.sg/detail/375/oasia-hotel-novena-singapore,5,10,5,5 - 10Mon - Sun
$2180++Mon - Fri$2480++Sat - Sun,$2180++Mon - Fri$2480++Sat - Sun,Oasia Resort Sentosa,"[""https://www.blissfulbrides.sg/banquet/oasia-resort-sentosa/wedding-banquet-price-list/aloes-package-2023.pdf""]",https://www.blissfulbrides.sg/detail/1126/oasia-resort-sentosa,0,14,12,12 - 14Mon - Sun
$2060++Mon - Fri$2324++Saturday$2060++Sunday,$1844++Mon - Fri$2000++Sat - Sun,One Farrer Hotel,"[""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/soleminisation-package-2024.pdf"", ""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/soleminisation-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/chinese-wedding-2025-package.pdf"", ""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/chinese-wedding-2024-package.pdf"", ""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/ofh-intimate-wedding-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/one-farrer-hotel/wedding-banquet-price-list/ofh-intimate-wedding-2024.pdf""]",https://www.blissfulbrides.sg/detail/700/one-farrer-hotel,0,40,22,22 - 40Mon - Sun
$1784–$2254Mon - Fri$1904–$2374Saturday$1784–$2254Sunday,$1784–$2254Mon - Sun,ONE°15 Marina Sentosa Cove Singapore,"[""https://www.blissfulbrides.sg/banquet/one-15-marina-sentosa-cove-singapore/wedding-banquet-price-list/wedding-package-2025-iconic-building-.pdf"", ""https://www.blissfulbrides.sg/banquet/one-15-marina-sentosa-cove-singapore/wedding-banquet-price-list/wedding-package-2025-constellation-.pdf""]",https://www.blissfulbrides.sg/detail/37/one--15-marina-sentosa-cove-singapore,5,36,3,3 - 36Mon - Sun
"$1,888++Sun - Thu$1,988++Fri - Sat","$1,688++Mon - Thu",Orchard Hotel Singapore,"[""https://www.blissfulbrides.sg/banquet/orchard-hotel-singapore/wedding-banquet-price-list/ohs-muslim-wedding-2025-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/orchard-hotel-singapore/wedding-banquet-price-list/ohs-indian-wedding-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/orchard-hotel-singapore/wedding-banquet-price-list/ohs-indian-wedding-package-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/orchard-hotel-singapore/wedding-banquet-price-list/ohs-chinese-wedding-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/orchard-hotel-singapore/wedding-banquet-price-list/ohs-chinese-wedding-package-2025.pdf""]",https://www.blissfulbrides.sg/detail/523/orchard-hotel-singapore,5,100,18,18 - 100Mon - Sun
$1358–$1466Mon - Thu$1508–$1676Fri - Sun,$1358–$1466Mon - Sun,Orchid Country Club,"[""https://www.blissfulbrides.sg/banquet/orchid-country-club/wedding-banquet-price-list/3-knots-wedding-package-2023-2024-1-apr-2023-31-mar-2024-.pdf"", ""https://www.blissfulbrides.sg/banquet/orchid-country-club/wedding-banquet-price-list/occ-wedding-package-2023-2024-1-apr-2023-31-mar-2024-.pdf"", ""https://www.blissfulbrides.sg/banquet/orchid-country-club/wedding-banquet-price-list/occ-wedding-package-2024-2025-1-apr-2024-31-mar-2025-.pdf""]",https://www.blissfulbrides.sg/detail/118/orchid-country-club,5,100,10,10 - 100Mon - Sun
$2384–$3583Mon - Thu$2623–$3583Fri - Sun,$2384–$3583Mon - Thu$2504–$3583Fri - Sun,Pan Pacific Orchard Singapore,,https://www.blissfulbrides.sg/detail/57/pan-pacific-orchard-singapore,5,43,23,23 - 43Mon - Thu26 - 43Fri - Sun
$1928Mon - Thu$2198Friday$2308Sat - Sun,$1888–$1998Sat - Sun,Pan Pacific Singapore,"[""https://www.blissfulbrides.sg/banquet/pan-pacific-singapore/wedding-banquet-price-list/wedding-package-2025-with-enhancements.pdf"", ""https://www.blissfulbrides.sg/banquet/pan-pacific-singapore/wedding-banquet-price-list/2025-floral-theme-only.pdf""]",https://www.blissfulbrides.sg/detail/353/pan-pacific-singapore,5,50,18,18 - 50Mon - Sun
$1488++Mon - Fri$1888++Saturday$1788++Sunday,$1588++Mon - Sun,Paradox Singapore,"[""https://www.blissfulbrides.sg/banquet/paradox-singapore-merchant-court/wedding-banquet-price-list/wedding-menu.pdf""]",https://www.blissfulbrides.sg/detail/1127/paradox-singapore,0,42,20,20 - 42Mon - Sun
$1116-$1163Mon - Thu$1163-$1198Fri - Sun,$1022-$1057Mon - Thu$1057-$1104Fri - Sun,Park Hotel Clarke Quay,,https://www.blissfulbrides.sg/detail/381/park-hotel-clarke-quay,5,13,3,3 - 13Mon - Sun
$2144++Mon - Fri$2743++Sat - Sun,$2144++Mon - Fri$2384++Sat - Sun,"PARKROYAL COLLECTION Marina Bay, Singapore","[""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/chinese-weekday-wedding-lunch-or-dinner-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/chinese-weekend-wedding-dinner-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/chinese-weekend-wedding-lunch-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/celebrations-wedding-chinese-weekend-dinner-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/celebrations-wedding-chinese-weekend-lunch-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/celebrations-wedding-chinese-weekday-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-marina-bay-singapore/wedding-banquet-price-list/2025-intimate-wedding-package.pdf""]",https://www.blissfulbrides.sg/detail/847/parkroyal-collection-marina-bay--singapore,0,50,15,15 - 50Mon - Sun
$2120++Mon - Fri$2755++Saturday$2360++Sunday,$2360++Mon - Fri$2504++Saturday$2360++Sunday,"PARKROYAL COLLECTION Pickering, Singapore","[""https://www.blissfulbrides.sg/banquet/parkroyal-collection-pickering-singapore/wedding-banquet-price-list/pcpk_wedding_dinner-weekend.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-pickering-singapore/wedding-banquet-price-list/pcpk_wedding_eco-chic.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-pickering-singapore/wedding-banquet-price-list/pcpk_wedding_solemnisation.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-pickering-singapore/wedding-banquet-price-list/pcpk_wedding_lunch.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-collection-pickering-singapore/wedding-banquet-price-list/pcpk_wedding_dinner-weekday_n.PDF""]",https://www.blissfulbrides.sg/detail/58/parkroyal-collection-pickering--singapore,0,30,8,8 - 30Mon - Sun
$1588++Mon - Thu$1688++Friday$1988++Saturday$1788++Sunday,$1588++Mon - Fri$1788++Sat - Sun,PARKROYAL on Beach Road,"[""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/2025-weekday-wedding-lunch-dinner-package.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/2025-weekend-wedding-dinner-package.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/2025-weekend-wedding-lunch-package.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/parkroyal-on-beach-road-limited-time-promotion.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/weekend-dinner-weekend-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/weekday-wedding-2026.pdf"", ""https://www.blissfulbrides.sg/banquet/parkroyal-on-beach-road/wedding-banquet-price-list/weekend-lunch-wedding-2026.pdf""]",https://www.blissfulbrides.sg/detail/495/parkroyal-on-beach-road,5,40,16,16 - 40Mon - Sun
$788++Mon - Thu$888++Fri - Sun,$$788++Mon - Fri$838++Sat - Sun,Pavilion Singapore,,https://www.blissfulbrides.sg/detail/745/pavilion-singapore,0,30,8,8 - 30Mon - Sun
$1784Mon - Thu$1904Fri - Sun,$1664++Mon - Thu$1784++Fri - Sun,Peninsula Excelsior Hotel,"[""https://www.blissfulbrides.sg/banquet//wedding-banquet-price-list/wedding-package-2020-2021.pdf""]",https://www.blissfulbrides.sg/detail/289/peninsula-excelsior-hotel,5,30,10,10 - 30Mon - Sun
$1424–$1544Mon - Sun,$1424–$1544Mon - Sun,Raffles Marina,"[""https://www.blissfulbrides.sg/banquet/raffles-marina/wedding-banquet-price-list/chinese-wedding-package.pdf"", ""https://www.blissfulbrides.sg/banquet/raffles-marina/wedding-banquet-price-list/chinese_ind_intl-solm-menus.pdf""]",https://www.blissfulbrides.sg/detail/422/raffles-marina,5,36,5,5 - 36Mon - Sun
$1988 - 3788Mon - Sun,$1888 - 3588Mon - Sun,"Resorts World Sentosa, Equarius Hotel","[""https://www.blissfulbrides.sg/banquet/-/wedding-banquet-price-list/solemnization-packages-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/-/wedding-banquet-price-list/ocean-gallery-wedding-packages-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/-/wedding-banquet-price-list/equarius-hotel-wedding-packages-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/resorts-world-sentosa-equarius-hotel/wedding-banquet-price-list/universal-studios-singapore-wedding-packages-2025.pdf"", ""https://www.blissfulbrides.sg/banquet/resorts-world-sentosa-equarius-hotel/wedding-banquet-price-list/resorts-world-convention-centre-wedding-packages-2025-2026.pdf""]",https://www.blissfulbrides.sg/detail/219/resorts-world-sentosa--equarius-hotel,0,180,8,8 - 180Mon - Sun
$1655–$1904Mon - Thu$2254–$2384Fri - Sat$2014–$2144Sunday,$1655–$1904Mon - Fri$2254–$2384Sat - Sun,Royal Plaza on Scotts,"[""https://www.blissfulbrides.sg/banquet/royal-plaza-on-scotts/wedding-banquet-price-list/wedding-chinese-set-menu.pdf"", ""https://www.blissfulbrides.sg/banquet/royal-plaza-on-scotts/wedding-banquet-price-list/wedding-buffet-menu.pdf""]",https://www.blissfulbrides.sg/detail/647/royal-plaza-on-scotts,0,10,6,6 - 10Mon - Sun
$1185++Mon - Thu$1424++Fri - Sun,$1185++Mon - Thu$1424++Fri - Sun,Seletar Country Club,,https://www.blissfulbrides.sg/detail/206/seletar-country-club,0,24,10,10 - 24Mon - Sun
